drug,side_effect,label,query
salbutamol,pustular psoriasis,0,Is pustular psoriasis an adverse effect of salbutamol?
salbutamol,feeling of relaxation,0,Is feeling of relaxation an adverse effect of salbutamol?
salbutamol,nail bed tenderness,0,Is nail bed tenderness an adverse effect of salbutamol?
salbutamol,bladder necrosis,0,Is bladder necrosis an adverse effect of salbutamol?
salbutamol,agranulocytosis,0,Is agranulocytosis an adverse effect of salbutamol?
salbutamol,genital candidiasis,0,Is genital candidiasis an adverse effect of salbutamol?
bicalutamide,hepatotoxicity,1,Is hepatotoxicity an adverse effect of bicalutamide?
bicalutamide,breast disorder,1,Is breast disorder an adverse effect of bicalutamide?
bicalutamide,anxiety,1,Is anxiety an adverse effect of bicalutamide?
bicalutamide,musculoskeletal stiffness,1,Is musculoskeletal stiffness an adverse effect of bicalutamide?
bicalutamide,neuropathy peripheral,1,Is neuropathy peripheral an adverse effect of bicalutamide?
bicalutamide,lung disorder,1,Is lung disorder an adverse effect of bicalutamide?
bicalutamide,hypertension,1,Is hypertension an adverse effect of bicalutamide?
bicalutamide,malnutrition,1,Is malnutrition an adverse effect of bicalutamide?
bicalutamide,thrombocytopenia,1,Is thrombocytopenia an adverse effect of bicalutamide?
bicalutamide,tooth abscess,1,Is tooth abscess an adverse effect of bicalutamide?
bicalutamide,bk virus infection,0,Is bk virus infection an adverse effect of bicalutamide?
bicalutamide,lymphocyte count decreased,0,Is lymphocyte count decreased an adverse effect of bicalutamide?
bicalutamide,hamartoma,0,Is hamartoma an adverse effect of bicalutamide?
bicalutamide,pulmonary haemorrhage,0,Is pulmonary haemorrhage an adverse effect of bicalutamide?
bicalutamide,tooth erosion,0,Is tooth erosion an adverse effect of bicalutamide?
bicalutamide,retinal aneurysm,0,Is retinal aneurysm an adverse effect of bicalutamide?
bicalutamide,urine flow decreased,0,Is urine flow decreased an adverse effect of bicalutamide?
bicalutamide,muscle atrophy,0,Is muscle atrophy an adverse effect of bicalutamide?
bicalutamide,pulmonary embolism,0,Is pulmonary embolism an adverse effect of bicalutamide?
bicalutamide,application site vesicles,0,Is application site vesicles an adverse effect of bicalutamide?
photofrin,skin disorder,1,Is skin disorder an adverse effect of photofrin?
photofrin,malnutrition,1,Is malnutrition an adverse effect of photofrin?
photofrin,tremor,1,Is tremor an adverse effect of photofrin?
photofrin,cold sweat,1,Is cold sweat an adverse effect of photofrin?
photofrin,asthenia,1,Is asthenia an adverse effect of photofrin?
photofrin,feeling abnormal,1,Is feeling abnormal an adverse effect of photofrin?
photofrin,cataract,1,Is cataract an adverse effect of photofrin?
photofrin,joint range of motion decreased,1,Is joint range of motion decreased an adverse effect of photofrin?
photofrin,pneumonia,1,Is pneumonia an adverse effect of photofrin?
photofrin,breast disorder,1,Is breast disorder an adverse effect of photofrin?
photofrin,listeriosis,0,Is listeriosis an adverse effect of photofrin?
photofrin,epididymal tenderness,0,Is epididymal tenderness an adverse effect of photofrin?
photofrin,myoglobinaemia,0,Is myoglobinaemia an adverse effect of photofrin?
photofrin,pruritus generalised,0,Is pruritus generalised an adverse effect of photofrin?
photofrin,plateletcrit decreased,0,Is plateletcrit decreased an adverse effect of photofrin?
photofrin,blood phosphorus decreased,0,Is blood phosphorus decreased an adverse effect of photofrin?
photofrin,paranasal sinus hypersecretion,0,Is paranasal sinus hypersecretion an adverse effect of photofrin?
photofrin,immobile,0,Is immobile an adverse effect of photofrin?
photofrin,osteogenesis imperfecta,0,Is osteogenesis imperfecta an adverse effect of photofrin?
photofrin,local reaction,0,Is local reaction an adverse effect of photofrin?
paricalcitol,breast pain,1,Is breast pain an adverse effect of paricalcitol?
paricalcitol,dysgeusia,1,Is dysgeusia an adverse effect of paricalcitol?
paricalcitol,chills,1,Is chills an adverse effect of paricalcitol?
paricalcitol,hyperkalaemia,1,Is hyperkalaemia an adverse effect of paricalcitol?
paricalcitol,hypercalcaemia,1,Is hypercalcaemia an adverse effect of paricalcitol?
paricalcitol,mediastinal disorder,1,Is mediastinal disorder an adverse effect of paricalcitol?
paricalcitol,syncope,1,Is syncope an adverse effect of paricalcitol?
paricalcitol,pulmonary oedema,1,Is pulmonary oedema an adverse effect of paricalcitol?
paricalcitol,oropharyngeal pain,1,Is oropharyngeal pain an adverse effect of paricalcitol?
paricalcitol,viral infection,1,Is viral infection an adverse effect of paricalcitol?
paricalcitol,paraparesis,0,Is paraparesis an adverse effect of paricalcitol?
paricalcitol,gingivitis,0,Is gingivitis an adverse effect of paricalcitol?
paricalcitol,large intestine perforation,0,Is large intestine perforation an adverse effect of paricalcitol?
paricalcitol,impulse-control disorder,0,Is impulse-control disorder an adverse effect of paricalcitol?
paricalcitol,blood oestrogen increased,0,Is blood oestrogen increased an adverse effect of paricalcitol?
paricalcitol,congenital hydronephrosis,0,Is congenital hydronephrosis an adverse effect of paricalcitol?
paricalcitol,pleurisy,0,Is pleurisy an adverse effect of paricalcitol?
paricalcitol,pain of skin,0,Is pain of skin an adverse effect of paricalcitol?
paricalcitol,abortion incomplete,0,Is abortion incomplete an adverse effect of paricalcitol?
paricalcitol,viral diarrhoea,0,Is viral diarrhoea an adverse effect of paricalcitol?
sodium,dehydration,1,Is dehydration an adverse effect of sodium?
sodium,vertigo,1,Is vertigo an adverse effect of sodium?
sodium,anaphylactoid reaction,1,Is anaphylactoid reaction an adverse effect of sodium?
sodium,tachypnoea,1,Is tachypnoea an adverse effect of sodium?
sodium,heart rate irregular,1,Is heart rate irregular an adverse effect of sodium?
sodium,injury,1,Is injury an adverse effect of sodium?
sodium,conjunctival hyperaemia,1,Is conjunctival hyperaemia an adverse effect of sodium?
sodium,malaise,1,Is malaise an adverse effect of sodium?
sodium,tremor,1,Is tremor an adverse effect of sodium?
sodium,coma,1,Is coma an adverse effect of sodium?
sodium,bladder irritation,0,Is bladder irritation an adverse effect of sodium?
sodium,pituitary infarction,0,Is pituitary infarction an adverse effect of sodium?
sodium,pseudo-bartter syndrome,0,Is pseudo-bartter syndrome an adverse effect of sodium?
sodium,myotonia,0,Is myotonia an adverse effect of sodium?
sodium,intranasal hypoaesthesia,0,Is intranasal hypoaesthesia an adverse effect of sodium?
sodium,septic shock,0,Is septic shock an adverse effect of sodium?
sodium,prostate examination abnormal,0,Is prostate examination abnormal an adverse effect of sodium?
sodium,hypocapnia,0,Is hypocapnia an adverse effect of sodium?
sodium,albumin globulin ratio abnormal,0,Is albumin globulin ratio abnormal an adverse effect of sodium?
sodium,exposure to toxic agent,0,Is exposure to toxic agent an adverse effect of sodium?
telmisartan,dermatitis,1,Is dermatitis an adverse effect of telmisartan?
telmisartan,hypercholesterolaemia,1,Is hypercholesterolaemia an adverse effect of telmisartan?
telmisartan,breast disorder,1,Is breast disorder an adverse effect of telmisartan?
telmisartan,flatulence,1,Is flatulence an adverse effect of telmisartan?
telmisartan,chills,1,Is chills an adverse effect of telmisartan?
telmisartan,infection,1,Is infection an adverse effect of telmisartan?
telmisartan,loss of consciousness,1,Is loss of consciousness an adverse effect of telmisartan?
telmisartan,gastrointestinal disorder,1,Is gastrointestinal disorder an adverse effect of telmisartan?
telmisartan,pain,1,Is pain an adverse effect of telmisartan?
telmisartan,hypotension,1,Is hypotension an adverse effect of telmisartan?
telmisartan,meningitis,0,Is meningitis an adverse effect of telmisartan?
telmisartan,pulmonary fibrosis,0,Is pulmonary fibrosis an adverse effect of telmisartan?
telmisartan,electrocardiogram pr prolongation,0,Is electrocardiogram pr prolongation an adverse effect of telmisartan?
telmisartan,arteriospasm coronary,0,Is arteriospasm coronary an adverse effect of telmisartan?
telmisartan,supraventricular extrasystoles,0,Is supraventricular extrasystoles an adverse effect of telmisartan?
telmisartan,bezoar,0,Is bezoar an adverse effect of telmisartan?
telmisartan,colour blindness acquired,0,Is colour blindness acquired an adverse effect of telmisartan?
telmisartan,gastric ph decreased,0,Is gastric ph decreased an adverse effect of telmisartan?
telmisartan,colitis,0,Is colitis an adverse effect of telmisartan?
telmisartan,thermal burn,0,Is thermal burn an adverse effect of telmisartan?
entacapone,hyperkinesia,1,Is hyperkinesia an adverse effect of entacapone?
entacapone,thrombocytopenia,1,Is thrombocytopenia an adverse effect of entacapone?
entacapone,bradycardia,1,Is bradycardia an adverse effect of entacapone?
entacapone,gastrointestinal disorder,1,Is gastrointestinal disorder an adverse effect of entacapone?
entacapone,vomiting,1,Is vomiting an adverse effect of entacapone?
entacapone,pain in extremity,1,Is pain in extremity an adverse effect of entacapone?
entacapone,hypotonia,1,Is hypotonia an adverse effect of entacapone?
entacapone,nausea,1,Is nausea an adverse effect of entacapone?
entacapone,myocardial infarction,1,Is myocardial infarction an adverse effect of entacapone?
entacapone,hepatitis,1,Is hepatitis an adverse effect of entacapone?
entacapone,hepatitis alcoholic,0,Is hepatitis alcoholic an adverse effect of entacapone?
entacapone,jaundice hepatocellular,0,Is jaundice hepatocellular an adverse effect of entacapone?
entacapone,hypochromic anaemia,0,Is hypochromic anaemia an adverse effect of entacapone?
entacapone,blood pressure diastolic increased,0,Is blood pressure diastolic increased an adverse effect of entacapone?
entacapone,neuropathic arthropathy,0,Is neuropathic arthropathy an adverse effect of entacapone?
entacapone,ecg signs of myocardial ischaemia,0,Is ecg signs of myocardial ischaemia an adverse effect of entacapone?
entacapone,hypoprothrombinaemia,0,Is hypoprothrombinaemia an adverse effect of entacapone?
entacapone,gastroenteritis yersinia,0,Is gastroenteritis yersinia an adverse effect of entacapone?
entacapone,loss of proprioception,0,Is loss of proprioception an adverse effect of entacapone?
entacapone,pneumonia bacterial,0,Is pneumonia bacterial an adverse effect of entacapone?
ibandronate,sleep disorder,1,Is sleep disorder an adverse effect of ibandronate?
ibandronate,urticaria,1,Is urticaria an adverse effect of ibandronate?
ibandronate,skin disorder,1,Is skin disorder an adverse effect of ibandronate?
ibandronate,local reaction,1,Is local reaction an adverse effect of ibandronate?
ibandronate,nephropathy toxic,1,Is nephropathy toxic an adverse effect of ibandronate?
ibandronate,cardiac disorder,1,Is cardiac disorder an adverse effect of ibandronate?
ibandronate,discomfort,1,Is discomfort an adverse effect of ibandronate?
ibandronate,blood disorder,1,Is blood disorder an adverse effect of ibandronate?
ibandronate,stomatitis,1,Is stomatitis an adverse effect of ibandronate?
ibandronate,parathyroid disorder,1,Is parathyroid disorder an adverse effect of ibandronate?
ibandronate,haematuria,0,Is haematuria an adverse effect of ibandronate?
ibandronate,oral pruritus,0,Is oral pruritus an adverse effect of ibandronate?
ibandronate,eosinopenia,0,Is eosinopenia an adverse effect of ibandronate?
ibandronate,breast neoplasm,0,Is breast neoplasm an adverse effect of ibandronate?
ibandronate,dry throat,0,Is dry throat an adverse effect of ibandronate?
ibandronate,sinus disorder,0,Is sinus disorder an adverse effect of ibandronate?
ibandronate,post procedural haemorrhage,0,Is post procedural haemorrhage an adverse effect of ibandronate?
ibandronate,enophthalmos,0,Is enophthalmos an adverse effect of ibandronate?
ibandronate,lipids increased,0,Is lipids increased an adverse effect of ibandronate?
ibandronate,viral upper respiratory tract infection,0,Is viral upper respiratory tract infection an adverse effect of ibandronate?
salmon,vomiting,1,Is vomiting an adverse effect of salmon?
salmon,rash erythematous,1,Is rash erythematous an adverse effect of salmon?
salmon,gastrointestinal pain,1,Is gastrointestinal pain an adverse effect of salmon?
salmon,arthropathy,1,Is arthropathy an adverse effect of salmon?
salmon,rales,1,Is rales an adverse effect of salmon?
salmon,anaphylactic shock,1,Is anaphylactic shock an adverse effect of salmon?
salmon,immune system disorder,1,Is immune system disorder an adverse effect of salmon?
salmon,injection site reaction,1,Is injection site reaction an adverse effect of salmon?
salmon,paraesthesia,1,Is paraesthesia an adverse effect of salmon?
salmon,vestibular disorder,1,Is vestibular disorder an adverse effect of salmon?
salmon,micturition disorder,0,Is micturition disorder an adverse effect of salmon?
salmon,joint hyperextension,0,Is joint hyperextension an adverse effect of salmon?
salmon,pancreatic pseudocyst,0,Is pancreatic pseudocyst an adverse effect of salmon?
salmon,uterine pain,0,Is uterine pain an adverse effect of salmon?
salmon,macular oedema,0,Is macular oedema an adverse effect of salmon?
salmon,hepatitis c antibody positive,0,Is hepatitis c antibody positive an adverse effect of salmon?
salmon,mental disorder,0,Is mental disorder an adverse effect of salmon?
salmon,sluggishness,0,Is sluggishness an adverse effect of salmon?
salmon,subconjunctival cyst,0,Is subconjunctival cyst an adverse effect of salmon?
salmon,lymph node pain,0,Is lymph node pain an adverse effect of salmon?
sorafenib,dyspnoea,1,Is dyspnoea an adverse effect of sorafenib?
sorafenib,aphthous stomatitis,1,Is aphthous stomatitis an adverse effect of sorafenib?
sorafenib,hypertensive crisis,1,Is hypertensive crisis an adverse effect of sorafenib?
sorafenib,pancreatitis,1,Is pancreatitis an adverse effect of sorafenib?
sorafenib,breast disorder,1,Is breast disorder an adverse effect of sorafenib?
sorafenib,erythema,1,Is erythema an adverse effect of sorafenib?
sorafenib,gastrooesophageal reflux disease,1,Is gastrooesophageal reflux disease an adverse effect of sorafenib?
sorafenib,transient ischaemic attack,1,Is transient ischaemic attack an adverse effect of sorafenib?
sorafenib,hypokalaemia,1,Is hypokalaemia an adverse effect of sorafenib?
sorafenib,hepatic failure,1,Is hepatic failure an adverse effect of sorafenib?
sorafenib,cerebellar syndrome,0,Is cerebellar syndrome an adverse effect of sorafenib?
sorafenib,bicytopenia,0,Is bicytopenia an adverse effect of sorafenib?
