query,query_type,drug,ground_truth_side_effects,num_side_effects,side_effect,ground_truth_drugs,num_drugs,organ_system
What are the side effects of nepafenac?,reverse,nepafenac,"['vitreous detachment', 'nervous system disorder', 'ulcerative keratitis', 'lacrimation decreased', 'endophthalmitis', 'sinusitis', 'corneal thinning', 'gastrointestinal disorder', 'choroidal effusion', 'vision blurred', 'nausea', 'lacrimation increased', 'dry mouth', 'visual acuity reduced', 'polymenorrhoea', 'corneal oedema', 'cutis laxa', 'abnormal labour', 'eyelid disorder', 'eye pain', 'immune system disorder', 'corneal deposits', 'lacrimation', 'diabetes mellitus', 'foreign body sensation in eyes', 'intraocular pressure increased', 'eye disorder', 'corneal opacity', 'conjunctival hyperaemia', 'arthritis', 'cataract', 'pregnancy', 'bleeding time prolonged', 'skin disorder', 'headache', 'dizziness', 'dry eye syndrome', 'eye pruritus', 'photophobia', 'unspecified disorder of skin and subcutaneous tissue', 'scab', 'angiopathy', 'corneal scar', 'sensation of foreign body', 'punctate keratitis', 'corneal epithelium defect', 'eyelid margin crusting', 'teratogenicity', 'rheumatoid arthritis', 'dry eye', 'blood pressure increased', 'eye irritation', 'dermatochalasis', 'ocular hyperaemia', 'blepharitis', 'pruritus', 'conjunctivitis allergic', 'dermatitis atopic', 'conjunctival oedema', 'impaired healing', 'iritis', 'eye swelling', 'ocular discomfort', 'hypersensitivity', 'eye discharge', 'hypertension', 'keratitis', 'short period', 'vomiting']",69.0,,,,
What adverse events does montelukast cause?,reverse,montelukast,"['enuresis', 'somnolence', 'liver disorder', 'gastrointestinal pain', 'myalgia', 'otitis media', 'tremor', 'varicella', 'gastrointestinal disorder', 'cough', 'disturbance in attention', 'dermatitis', 'agitation', 'paraesthesia', 'arthralgia', 'contusion', 'foetor hepaticus', 'palpitations', 'eczema', 'neuropathy', 'headache', 'temper tantrum', 'irritability', 'neuropathy peripheral', 'acute bronchitis', 'pruritus', 'alanine aminotransferase increased', 'skin infection', 'oedema', 'otitis', 'hallucination, visual', 'stevens-johnson syndrome', 'epistaxis', 'thirst', 'upper respiratory tract infection', 'diarrhoea', 'pain', 'pancreatitis', 'anaphylactic shock', 'mediastinal disorder', 'anxiety', 'rhinorrhoea', 'jaundice', 'pharyngitis', 'ear infection', 'immune system disorder', 'hostility', 'hallucination', 'hepatocellular injury', 'leukocytoclastic vasculitis', 'musculoskeletal discomfort', 'skin disorder', 'pyuria', 'unspecified disorder of skin and subcutaneous tissue', 'memory impairment', 'fatigue', 'erythema nodosum', 'tonsillitis', 'haemorrhagic disorder', 'rhinitis', 'hepatitis cholestatic', 'liver injury', 'hypersensitivity', 'traumatic liver injury', 'vomiting', 'laryngitis', 'hepatitis', 'body temperature increased', 'pneumonia', 'asthma', 'bone disorder', 'myopia', 'pulmonary eosinophilia', 'cardiac disorder', 'asthenia', 'cramp muscle', 'muscle spasms', 'vasculitic rash', 'nausea', 'tracheobronchitis', 'convulsion', 'wheezing', 'dyspepsia', 'aspartate aminotransferase increased', 'erythema multiforme', 'aggression', 'angioedema', 'allergic granulomatous angiitis', 'urethral disorder', 'dizziness', 'abdominal injury', 'urticaria', 'somnambulism', 'suicide', 'conjunctivitis', 'abdominal pain', 'dermatitis atopic', 'hepatic infiltration eosinophilic', 'hepatobiliary disease', 'tooth infection', 'insomnia', 'suicidal behaviour', 'sleep disorder', 'influenza', 'mental disorder', 'gastroenteritis', 'blood and lymphatic system disorders', 'bleeding tendency', 'nervous system disorder', 'sinusitis', 'trauma', 'sinus headache', 'vasculitis', 'rash', 'connective tissue disorder', 'completed suicide', 'infection', 'hypoaesthesia', 'injury', 'drowsiness', 'eosinophilia', 'thrombocytopenia', 'ear pain', 'disorientation', 'suicide attempt', 'urinary tract disorder', 'viral infection', 'bronchitis', 'hyperkinesia', 'nasopharyngitis', 'toxic epidermal necrolysis', 'infestation nos', 'infestation']",133.0,,,,
Show me side effects associated with loratadine,reverse,loratadine,"['diarrhoea', 'vomiting', 'somnolence', 'lethargy', 'body temperature increased', 'nervous system disorder', 'pain', 'tachycardia', 'anaphylactic shock', 'gastrointestinal pain', 'myalgia', 'discomfort', 'asthenia', 'gastrointestinal disorder', 'cough', 'tension', 'ill-defined disorder', 'nausea', 'dermatitis', 'dry mouth', 'feeling abnormal', 'taste altered', 'agitation', 'rash', 'pharyngitis', 'salivary hypersecretion', 'dyspepsia', 'paraesthesia', 'syncope', 'alopecia', 'blister', 'cardiovascular disorder', 'immune system disorder', 'angioedema', 'chest pain', 'depression', 'loss of consciousness', 'nasal dryness', 'palpitations', 'drowsiness', 'nightmare', 'stomach ache', 'musculoskeletal discomfort', 'skin disorder', 'headache', 'dizziness', 'facial rash', 'unspecified disorder of skin and subcutaneous tissue', 'hypotension', 'malaise', 'pollakiuria', 'constipation', 'abdominal pain upper', 'arrhythmia', 'nervousness', 'viral infection', 'increased appetite', 'fatigue', 'drug interaction', 'abdominal pain', 'hyperkinesia', 'urine color abnormal', 'chromaturia', 'hepatobiliary disease', 'insomnia', 'tinnitus', 'dermatitis bullous', 'hypertension', 'menstruation delayed', 'shock', 'epistaxis', 'dysgeusia', 'gastritis']",73.0,,,,
What are the side effects of mthpc?,reverse,mthpc,"['injection site pain', 'thermal burn', 'blood and lymphatic system disorders', 'body temperature increased', 'nervous system disorder', 'pain', 'mouth ulceration', 'bone disorder', 'fistula', 'mediastinal disorder', 'vascular rupture', 'gastrointestinal disorder', 'local swelling', 'nausea', 'injection site reaction', 'pharyngitis', 'infection', 'blister', 'tongue oedema', 'skin exfoliation', 'airway obstruction nos', 'erythema', 'photosensitivity reaction', 'headache', 'dysphagia', 'dizziness', 'necrosis', 'unspecified disorder of skin and subcutaneous tissue', 'skin disorder', 'stomatitis', 'angiopathy', 'haemoglobin', 'sunburn', 'facial pain', 'constipation', 'localised infection', 'tongue disorder', 'haemorrhage', 'sepsis', 'burning sensation', 'stomatitis necrotising', 'face oedema', 'obstructive airways disorder', 'infestation nos', 'dermatitis bullous', 'infestation', 'skin necrosis', 'oedema', 'vomiting', 'anaemia', 'trismus']",51.0,,,,
List all side effects of nizatidine,reverse,nizatidine,"['diarrhoea', 'confusional state', 'hepatitis', 'vomiting', 'somnolence', 'disturbance in sexual arousal', 'body temperature increased', 'laryngeal oedema', 'pain', 'pneumonia', 'anaphylactic shock', 'gastrointestinal pain', 'dermatitis exfoliative', 'myalgia', 'sinusitis', 'asthenia', 'gastrointestinal disorder', 'cough', 'tension', 'nausea', 'blood uric acid increased', 'anxiety', 'feeling abnormal', 'dermatitis', 'jaundice', 'convulsion', 'rash', 'pharyngitis', 'vasculitis', 'dry mouth', 'hepatic enzyme increased', 'dyspepsia', 'tooth disorder', 'hyperuricaemia', 'infection', 'amblyopia', 'chest pain', 'hepatocellular injury', 'hyperhidrosis', 'eosinophilia', 'thrombocytopenia', 'decreased appetite', 'nephrolithiasis', 'musculoskeletal discomfort', 'bronchospasm', 'flatulence', 'dizziness', 'headache', 'erectile dysfunction', 'gynaecomastia', 'thrombocytopenic purpura', 'urticaria', 'constipation', 'irritability', 'nervousness', 'libido decreased', 'back pain', 'abnormal dreams', 'rhinitis', 'abdominal pain', 'anorexia', 'nasopharyngitis', 'pruritus', 'ventricular tachycardia', 'liver injury', 'gout', 'insomnia', 'nasal congestion', 'serum sickness', 'sweating', 'anaemia']",71.0,,,,
Show me side effects associated with cinacalcet,reverse,cinacalcet,"['diarrhoea', 'hyperparathyroidism primary', 'body temperature increased', 'nervous system disorder', 'ventricular arrhythmia', 'bone disorder', 'gastrointestinal pain', 'myalgia', 'metastatic neoplasm', 'carcinoma', 'asthenia', 'cramp muscle', 'gastrointestinal disorder', 'cough', 'muscle spasms', 'nausea', 'dermatitis', 'thrombosis', 'convulsion', 'rash', 'dyspepsia', 'paraesthesia', 'infection', 'immune system disorder', 'oedema peripheral', 'angioedema', 'chest pain', 'depression', 'arthralgia', 'dehydration', 'decreased appetite', 'musculoskeletal discomfort', 'dyspnoea', 'fracture', 'dizziness', 'headache', 'skin disorder', 'malnutrition', 'unspecified disorder of skin and subcutaneous tissue', 'hypotension', 'tetany', 'metastatic carcinoma', 'urticaria', 'pain in extremity', 'constipation', 'arrhythmia', 'fatigue', 'renal failure chronic', 'neoplasm malignant', 'gastrointestinal haemorrhage', 'abdominal pain', 'anorexia', 'pruritus', 'cardiac failure', 'multi-organ failure', 'hypocalcaemia', 'chronic kidney disease', 'hypercalcaemia', 'hypersensitivity', 'hypertension', 'multiple fractures', 'vomiting', 'anaemia', 'upper respiratory tract infection']",64.0,,,,
What adverse events does cefpodoxime cause?,reverse,cefpodoxime,"['protein urine present', 'somnolence', 'bacterial infection', 'hyperglycaemia', 'gastrointestinal pain', 'anorectal disorder', 'myalgia', 'tremor', 'gastrointestinal disorder', 'cough', 'disturbance in attention', 'dermatitis', 'agitation', 'migraine', 'paraesthesia', 'syncope', 'dry skin', 'toothache', 'cerebration impaired', 'abortion spontaneous', 'skin exfoliation', 'vaginal inflammation', 'weight increased', 'palpitations', 'hyperhidrosis', 'renal failure', 'oral lesion', 'chills', 'decreased appetite', 'abdominal pain generalised', 'photosensitivity reaction', 'headache', 'disability', 'shakiness', 'thrombocytopenic purpura', 'rash maculo-papular', 'tongue disorder', 'dermatitis eyelid', 'renal impairment', 'disseminated intravascular coagulation', 'proteinuria', 'anorexia', 'pruritus', 'alanine aminotransferase increased', 'vertigo', 'metrorrhagia', 'gout', 'tinnitus', 'hypertension', 'pseudomembranous colitis', 'candida infection', 'stevens-johnson syndrome', 'epistaxis', 'dysgeusia', 'anaemia', 'gastritis', 'shock', 'thirst', 'penile infection', 'diarrhoea', 'pain', 'mouth ulceration', 'anaphylactic shock', 'abdominal cramps', 'discomfort', 'leukocytosis', 'nephritis', 'anxiety', 'colitis ulcerative', 'proctocolitis', 'pancytopenia', 'localised oedema', 'vulvovaginal pain', 'alopecia', 'dry throat', 'oral candidiasis', 'hallucination', 'basophilia', 'haematuria', 'rash pustular', 'musculoskeletal discomfort', 'flatulence', 'granulocytosis', 'hypotension', 'mental disability', 'haemoglobin', 'pollakiuria', 'constipation', 'thrombocytosis', 'haematoma', 'fatigue', 'eye irritation', 'rhinitis', 'sweating increased', 'liver injury', 'hypersensitivity', 'dysuria', 'hyponatraemia', 'nocturia', 'ill-defined disorder', 'vomiting', 'tooth disorder', 'oral disorder', 'haematocrit decreased', 'body temperature increased', 'pneumonia', 'vesiculobullous rash', 'hypoalbuminaemia', 'asthma', 'asthenia', 'rectal haemorrhage', 'prothrombin level increased', 'nausea', 'dry mouth', 'proctalgia', 'convulsion', 'wheezing', 'dyspepsia', 'aspartate aminotransferase increased', 'erythema multiforme', 'abdominal pain localised', 'loss of consciousness', 'dehydration', 'dermatitis diaper', 'nightmare', 'haemolytic anaemia', 'fungal skin infection', 'dyspnoea', 'dizziness', 'nephropathy toxic', 'sunburn', 'urticaria', 'vaginal infection', 'nervousness', 'hepatic function abnormal', 'haemorrhage', 'vasodilation', 'abdominal pain', 'hypoglycaemia', 'lymphopenia', 'generalized aching', 'aplastic anaemia', 'face oedema', 'insomnia', 'activated partial thromboplastin time prolonged', 'loose stools', 'serum sickness', 'rectal tenesmus', 'neutropenia', 'lung infiltration', 'confusional state', 'pleural effusion', 'cerebral infarction', 'ageusia', 'hypoproteinaemia', 'dermatitis exfoliative', 'cardiac failure congestive', 'sinusitis', 'leukopenia', 'cholestasis', 'tension', 'feeling abnormal', 'rash', 'abdominal distension', 'oedema peripheral', 'vasodilation procedure', 'chest pain', 'serum sickness-like reaction', 'increased thirst', 'monocytosis', 'agranulocytosis', 'lymphocytosis', 'acute liver injury', 'eosinophilia', 'thrombocytopenia', 'anorectal discomfort', 'stomatitis', 'malaise', 'vaginal pain', 'rectal disorder', 'eructation', 'bronchitis', 'back pain', 'hyperkinesia', 'blepharitis', 'fungal infection', 'diarrhoea haemorrhagic', 'digestion impaired', 'toxic epidermal necrolysis', 'hyperkalaemia', 'haemoglobin decreased', 'dermatitis bullous', 'pain localised']",193.0,,,,
List medications that can lead to rectal haemorrhage,class_based,,,,rectal haemorrhage,"['indomethacin', 'mycophenolate', 'ketorolac', 'maraviroc', 'd-telaprevir', 'axitinib', 'fentanyl', 'aripiprazole', 'formoterol', 'sibutramine', 'piroxicam', 'venlafaxine', 'olanzapine', 'cortisol', 'cilostazol', 'dalteparin', 'donepezil', 'fluvoxamine', 'mefenamic', 'medroxyprogesterone', 'foscarnet', 'zidovudine/lamivudine', 'acamprosate', 'olsalazine', 'ticagrelor', 'goserelin', 'pantoprazole', 'refludan', 'felbamate', 'cefpodoxime', 'risperidone', 'naproxen', 'darunavir', 'torasemide', 'memantine', 'cetirizine', 'ritonavir', 'cilazapril', 'retinoic', 'tadalafil', 'doxazosin', 'oxcarbazepine', 'rivastigmine', 'cabazitaxel', 'nilotinib', 'clindamycin', 'lubiprostone', 'balsalazide', 'paricalcitol', 'zolpidem', 'pregabalin', 'buspirone', 'clozapine', 'nefazodone', 'k779', 'miglitol', 'lamivudine', 'boceprevir', 'l-dmp', 'gabapentin', 'voriconazole', 'doxorubicin', 'clomipramine', 'ziprasidone', 'rivaroxaban', 'glat', 'fenofibrate', 'deprenyl', 'tiagabine', 'paroxetine', 'pramipexole', 'zonisamide', 'trametinib', 'sildenafil', 'ketoprofen', '5-asa', 'citalopram', 'tramadol', 'tegaserod', 'nabumetone', 'pentosan', 'azithromycin', 'saquinavir', 'sunitinib', 'pemetrexed', 'vinblastine', 'capecitabine', 'zidovudine', 'flurbiprofen', 'acarbose', 'temsirolimus', 'sumatriptan', 'v', 'zalcitabine', 'lenalidomide', 'paclitaxel', 'prasugrel', 'orlistat', '4-pba', 'propafenone', 'zopiclone', 'linaclotide', 'bicalutamide', 'ibuprofen', 'ropinirole', 'pixantrone', 'copolymer', 'octreotide', 'apixaban', 'warfarin', 'fluoxetine', 'galantamine', 'oxaliplatin', 'diazepam', 'lansoprazole', 'diclofenac', 'quetiapine', 'dabigatran', 'colestyramine', 'prucalopride', 'etodolac', 'su5416', 'pazopanib', 'lamotrigine', 'bosentan', 'flutamide', 'zaleplon', 'phenylbutyric', 'rabeprazole', 'deferiprone', 'treprostinil', 'carbenicillin', 'zafirlukast', 'prostacyclin', 'oxaprozin', 'gatifloxacin', 'atorvastatin']",137.0,
What drugs are associated with hearing impaired?,class_based,,,,hearing impaired,"['minocycline', 'ketorolac', 'ramipril', 'bupropion', 'gliclazide', 'gadobenate', 'itraconazole', 'aripiprazole', 'deferasirox', 'piroxicam', 'temozolomide', 'hydroxychloroquine', 'iopamidol', 'ribavirin', 'fosfomycin', 'donepezil', 'mefenamic', 'iodixanol', 'imatinib', 'iopromide', 'zidovudine/lamivudine', 'cisplatin', 'sulfasalazine', 'roxithromycin', 'fludarabine', 't-a2-3', 'felbamate', 'diflunisal', '5-fluorocytosine', 'risperidone', 'naproxen', 'memantine', 'tobramycin', 'ritonavir', 'chloroquine', 'retinoic', 'tadalafil', 'estazolam', 'erythromycin', 'sulindac', 'estradiol', 'nilotinib', 'bisoprolol', 'doxepin', 'aspirin', 'furosemide', 'cytarabine', 'valproate', 'clopidogrel', 'ciprofloxacin', 'ifosfamide', 'cevimeline', 'amphotericin', 'k779', 'cgp', 'lamivudine', 'boceprevir', 'vinorelbine', 'carboplatin', 'gadopentetate', 'gabapentin', 'butorphanol', 'fenoprofen', 'gentamicin', 'voriconazole', 'monomycin', 'cabozantinib', 'famp', 'pramipexole', 'rizatriptan', 'celecoxib', 'terbinafine', 'sildenafil', 'cas', 'topiramate', 'eslicarbazepine', 'ketoprofen', 'amikacin', 'tacrolimus', 'vancocine', 'bumetanide', 'optison', 'pravastatin', 'hydrocodone', 'azithromycin', 'kanamycin', 'saquinavir', 'bortezomib', 'flumazenil', 'capecitabine', 'posaconazole', 'zidovudine', 'flurbiprofen', 'salicylate', 'sumatriptan', 'supremon', 'gemcitabine', 'ofloxacin', 'cidofovir', 'v', 'leuprorelin', 'zalcitabine', 'lenalidomide', 'paclitaxel', 'cyclophosphamide', 'gd-dtpa', 'propafenone', 'ramiprilat', 'salsalate', 'capreomycin', 'ibuprofen', 'ropinirole', 'modafinil', 'norfloxacin', '68ga', 'octreotide', 'metoprolol', 'procarbazine', 'thalidomide', 'salmon', 'quinidine', 'clarithromycin', 'diclofenac', 'clofarabine', 'verteporfin', 'mefloquine', 'pegaptanib', 'trazodone', 'etodolac', 'ranolazine', 'carvedilol', 'moxifloxacin', 'phenylbutyric', 'triazolam', 'oxaprozin', 'carbamazepine', 'docetaxel', 'pge2', 'thiotepa']",139.0,
What drugs are associated with gingival bleeding?,class_based,,,,gingival bleeding,"['anagrelide', 'bupropion', 'axitinib', 'fentanyl', 'aripiprazole', 'venlafaxine', 'delavirdine', 'cilostazol', 'ribavirin', ""5-aza-2'-deoxycytidine"", 'zidovudine/lamivudine', 'ticagrelor', 'acitretin', 'refludan', 'felbamate', 'chlorhexidine', 'nifedipine', 'amsacrine', 'indinavir', 'oxcarbazepine', 'trimethadione', 'anthracycline', 'valproate', 'pregabalin', 'k779', 'vinflunine', 'lamivudine', 'danazol', 'boceprevir', 'l-dmp', 'riluzole', 'gabapentin', 'fondaparinux', 'voriconazole', 'doxorubicin', 'clomipramine', 'rivaroxaban', 'ziprasidone', 'dasatinib', 'glat', 'paroxetine', '5-azacytidine', 'zonisamide', 'trametinib', 'topiramate', 'citalopram', 'pentosan', 'sunitinib', 'bortezomib', 'doxycycline', 'zidovudine', 'flurbiprofen', 'temsirolimus', 'v', 'leuprorelin', 'zalcitabine', 'lenalidomide', 'prasugrel', 'propafenone', 'iloprost', 'ropinirole', 'copolymer', 'apixaban', 'mirtazapine', 'articaine', 'fluoxetine', 'clarithromycin', 'lansoprazole', 'clofarabine', 'quetiapine', 'oxycodone', 'bivalirudin', 'lamotrigine', 'zaleplon', 'sitaxsentan', 'dabrafenib', 'atorvastatin']",77.0,
