query,query_type,drug,organ_filter,ground_truth,num_results
Find all immunological adverse events from thalidomide,organ_specific,thalidomide,immunological,"['hypersensitivity', 'autoimmune disorder']",2
What are the dermatological risks of taking thalidomide?,organ_specific,thalidomide,dermatological,"['skin ulcer', 'vesiculobullous rash', 'seborrhoeic dermatitis', 'photosensitivity reaction', 'dry skin', 'dermatitis', 'eczema', 'pruritus', 'urticaria', 'skin necrosis', 'unspecified disorder of skin and subcutaneous tissue', 'dyskinesia', 'dermatitis bullous', 'skin discolouration', 'benign neoplasm of skin', 'skin exfoliation', 'skin disorder', 'photosensitivity', 'fungal skin infection', 'dermatitis exfoliative', 'rash', 'toxic skin eruption', 'alopecia', 'rash maculo-papular', 'rash pustular', 'psoriasis']",26
What cardiovascular side effects does thalidomide cause?,organ_specific,thalidomide,cardiovascular,"['hypotension', 'thromboembolism', 'myocardial ischaemia', 'cardiac arrest', 'cardiac failure', 'thrombosis', 'arterial thromboembolism', 'cardiac disorder', 'embolism', 'pulmonary embolism', 'palpitations', 'sinus bradycardia', 'myocardial infarction', 'embolism arterial', 'tachycardia', 'hypertension', 'bradycardia', 'orthostatic hypotension', 'arterial thrombosis', 'venous thrombosis', 'angina pectoris', 'cardiac failure congestive', 'embolism venous', 'arrhythmia', 'deep vein thrombosis']",25
List thalidomide's effects on the psychiatric system,organ_specific,thalidomide,psychiatric,"['agitation', 'anxiety', 'anxiety depression', 'depression', 'insomnia', 'confusional state']",6
What musculoskeletal side effects does thalidomide cause?,organ_specific,thalidomide,musculoskeletal,"['bone disorder', 'cramp muscle', 'bone tenderness', 'myalgia', 'bone pain', 'muscle spasms', 'arthralgia']",7
What neurological side effects does thalidomide cause?,organ_specific,thalidomide,neurological,"['parkinsonism', 'dizziness', 'ataxia', 'headache', 'migraine', ""parkinson's disease"", 'vertigo', 'polyneuropathy', 'peripheral sensory neuropathy', 'tremor', 'neuropathy peripheral', 'neuropathy']",12
What respiratory side effects does thalidomide cause?,organ_specific,thalidomide,respiratory,"['upper respiratory tract infection', 'bronchospasm', 'bronchopneumonia', 'bronchopneumopathy', 'pleural effusion', 'pneumocystis jirovecii pneumonia', 'cough', 'pneumonia', 'pulmonary oedema']",9
What hepatobiliary side effects does thalidomide cause?,organ_specific,thalidomide,hepatobiliary,"['liver disorder', 'hepatitis', 'hepatocellular injury', 'hepatomegaly', 'jaundice cholestatic', 'liver function test abnormal', 'foetor hepaticus', 'cholestasis', 'raised liver function tests']",9
Find all ocular adverse events from thalidomide,organ_specific,thalidomide,ocular,"['diplopia', 'vision blurred', 'conjunctivitis']",3
What are the otic risks of taking thalidomide?,organ_specific,thalidomide,otic,"['deafness', 'hearing impaired', 'tinnitus']",3
Find all endocrine adverse events from thalidomide,organ_specific,thalidomide,endocrine,"['hypothyroidism', 'hormone level abnormal', 'diabetes mellitus', 'inappropriate antidiuretic hormone secretion']",4
What are the renal risks of taking thalidomide?,organ_specific,thalidomide,renal,"['proteinuria', 'urinary tract disorder', 'creatinine low', 'blood creatinine decreased', 'creatinine increased', 'serum creatinine increased', 'blood creatinine increased', 'renal failure acute', 'oliguria', 'renal failure']",10
List thalidomide's effects on the hematological system,organ_specific,thalidomide,hematological,"['febrile neutropenia', 'neutropenia', 'thrombocytopenia', 'leukopenia', 'pancytopenia']",5
Find all gastrointestinal adverse events from estrofem,organ_specific,estrofem,gastrointestinal,"['vomiting', 'dyspepsia', 'nausea', 'abdominal bloating', 'gastrointestinal pain', 'gastrointestinal disorder', 'abdominal distension', 'abdominal pain']",8
List estrofem's effects on the dermatological system,organ_specific,estrofem,dermatological,"['dermatitis', 'pruritus', 'urticaria', 'unspecified disorder of skin and subcutaneous tissue', 'rash', 'skin disorder', 'alopecia']",7
What are the immunological risks of taking estrofem?,organ_specific,estrofem,immunological,"['hypersensitivity', 'anaphylactic shock']",2
What are the respiratory risks of taking estrofem?,organ_specific,estrofem,respiratory,['asthma'],1
What psychiatric side effects does estrofem cause?,organ_specific,estrofem,psychiatric,"['depression', 'insomnia']",2
What neurological side effects does estrofem cause?,organ_specific,estrofem,neurological,"['dizziness', 'headache', 'migraine']",3
What are the hepatobiliary risks of taking estrofem?,organ_specific,estrofem,hepatobiliary,"['gallbladder disorder', 'hepatobiliary disease']",2
What cardiovascular side effects does estrofem cause?,organ_specific,estrofem,cardiovascular,"['venous thromboembolism', 'myocardial infarction', 'pulmonary embolism', 'pelvic venous thrombosis', 'cardiac failure congestive', 'embolism venous', 'deep vein thrombosis']",7
Find all musculoskeletal adverse events from estrofem,organ_specific,estrofem,musculoskeletal,['muscle spasms'],1
Find all ocular adverse events from estrofem,organ_specific,estrofem,ocular,['abnormal vision'],1
Show gastrointestinal toxicity of fenofibrate,organ_specific,fenofibrate,gastrointestinal,"['vomiting', 'dyspepsia', 'nausea', 'colitis', 'epigastric distress', 'gastritis', 'constipation', 'gastrointestinal pain', 'gastrointestinal disorder', 'abdominal pain']",10
Find all dermatological adverse events from fenofibrate,organ_specific,fenofibrate,dermatological,"['dermatitis', 'eczema', 'fungal skin infection', 'pruritus', 'urticaria', 'skin ulcer', 'dermatitis atopic', 'unspecified disorder of skin and subcutaneous tissue', 'rash', 'skin disorder', 'dermatitis contact', 'alopecia', 'photosensitivity reaction', 'photosensitivity', 'rash maculo-papular', 'dermatitis bullous']",16
What cardiovascular side effects does fenofibrate cause?,organ_specific,fenofibrate,cardiovascular,"['cardiac disorder', 'hypotension', 'thromboembolism', 'cardiovascular disorder', 'venous thromboembolism', 'embolism', 'pulmonary embolism', 'tachycardia', 'angina pectoris', 'hypertension', 'palpitations', 'deep vein thrombosis', 'embolism venous', 'arrhythmia', 'myocardial infarction']",15
Show psychiatric toxicity of fenofibrate,organ_specific,fenofibrate,psychiatric,"['anxiety', 'insomnia']",2
List fenofibrate's effects on the musculoskeletal system,organ_specific,fenofibrate,musculoskeletal,"['bone disorder', 'rhabdomyolysis', 'cramp muscle', 'myalgia', 'muscle spasms', 'arthralgia']",6
List fenofibrate's effects on the respiratory system,organ_specific,fenofibrate,respiratory,"['upper respiratory tract infection', 'cough increased', 'asthma', 'pulmonary alveolitis', 'cough', 'pneumonia']",6
What renal side effects does fenofibrate cause?,organ_specific,fenofibrate,renal,"['cystitis', 'cholecystitis', 'renal impairment', 'urinary tract infection', 'creatinine increased', 'serum creatinine increased', 'blood creatinine increased', 'cystitis noninfective', 'kidney function abnormal', 'renal failure acute', 'calculus urinary', 'plasma creatinine increased', 'renal failure']",13
List fenofibrate's effects on the ocular system,organ_specific,fenofibrate,ocular,"['abnormal vision', 'cataract specified', 'conjunctivitis', 'cataract']",4
Find all neurological adverse events from fenofibrate,organ_specific,fenofibrate,neurological,"['dizziness', 'headache', 'migraine', 'vertigo']",4
List fenofibrate's effects on the hepatobiliary system,organ_specific,fenofibrate,hepatobiliary,"['liver fatty deposition', 'hepatitis', 'liver function test abnormal', 'hepatic steatosis', 'hepatic enzyme increased', 'hepatobiliary disease', 'jaundice', 'raised liver function tests']",8
What are the immunological risks of taking fenofibrate?,organ_specific,fenofibrate,immunological,"['hypersensitivity', 'cutaneous hypersensitivity']",2
Show hematological toxicity of fenofibrate,organ_specific,fenofibrate,hematological,"['thrombocytopenia', 'leukopenia']",2
List nedocromil's effects on the gastrointestinal system,organ_specific,nedocromil,gastrointestinal,"['vomiting', 'dyspepsia', 'nausea', 'upper gastrointestinal symptoms', 'gastrointestinal pain', 'gastrointestinal disorder', 'abdominal pain']",7
Find all immunological adverse events from nedocromil,organ_specific,nedocromil,immunological,"['hypersensitivity', 'anaphylactic shock']",2
Find all ocular adverse events from nedocromil,organ_specific,nedocromil,ocular,['conjunctivitis'],1
List nedocromil's effects on the respiratory system,organ_specific,nedocromil,respiratory,"['upper respiratory tract infection', 'pneumonia', 'pulmonary eosinophilia', 'cough', 'cough increased']",5
What are the neurological risks of taking nedocromil?,organ_specific,nedocromil,neurological,"['dizziness', 'headache', 'tremor']",3
What are the dermatological risks of taking nedocromil?,organ_specific,nedocromil,dermatological,"['dermatitis', 'eczema', 'urticaria', 'rash erythematous', 'rash']",5
What are the hematological risks of taking nedocromil?,organ_specific,nedocromil,hematological,['leukopenia'],1
Show immunological toxicity of hmdp,organ_specific,hmdp,immunological,['hypersensitivity'],1
List hmdp's effects on the gastrointestinal system,organ_specific,hmdp,gastrointestinal,"['vomiting', 'nausea']",2
What respiratory side effects does penbutolol cause?,organ_specific,penbutolol,respiratory,"['upper respiratory tract infection', 'cough', 'respiratory distress']",3
Find all psychiatric adverse events from penbutolol,organ_specific,penbutolol,psychiatric,"['depression', 'insomnia']",2
What are the neurological risks of taking penbutolol?,organ_specific,penbutolol,neurological,"['dizziness', 'headache']",2
What gastrointestinal side effects does penbutolol cause?,organ_specific,penbutolol,gastrointestinal,"['dyspepsia', 'colitis ischaemic', 'nausea']",3
List penbutolol's effects on the cardiovascular system,organ_specific,penbutolol,cardiovascular,"['arterial thrombosis', 'bradycardia']",2
List penbutolol's effects on the dermatological system,organ_specific,penbutolol,dermatological,"['alopecia reversible', 'alopecia', 'rash erythematous']",3
What gastrointestinal side effects does nitazoxanide cause?,organ_specific,nitazoxanide,gastrointestinal,"['vomiting', 'dyspepsia', 'nausea', 'constipation', 'gastrointestinal pain', 'abdominal pain']",6
Find all neurological adverse events from nitazoxanide,organ_specific,nitazoxanide,neurological,"['dizziness', 'headache', 'tremor']",3
What dermatological side effects does nitazoxanide cause?,organ_specific,nitazoxanide,dermatological,"['dermatitis', 'pruritus', 'rash']",3
Find all immunological adverse events from nitazoxanide,organ_specific,nitazoxanide,immunological,['hypersensitivity'],1
Find all cardiovascular adverse events from nitazoxanide,organ_specific,nitazoxanide,cardiovascular,"['hypertension', 'tachycardia']",2
What musculoskeletal side effects does nitazoxanide cause?,organ_specific,nitazoxanide,musculoskeletal,"['myalgia', 'muscle spasms']",2
Show renal toxicity of nitazoxanide,organ_specific,nitazoxanide,renal,"['blood creatinine increased', 'renal pain', 'creatinine increased']",3
List nitazoxanide's effects on the psychiatric system,organ_specific,nitazoxanide,psychiatric,['insomnia'],1
What are the gastrointestinal risks of taking bupropion?,organ_specific,bupropion,gastrointestinal,"['vomiting', 'abdominal pain upper', 'gastrointestinal discomfort', 'constipation', 'gastrointestinal haemorrhage', 'epigastric discomfort', 'gastric ulcer', 'gastric ph decreased', 'colitis', 'gastric irritation', 'gastritis', 'nausea', 'intestinal perforation', 'gastritis viral', 'abdominal pain lower', 'dyspepsia', 'gastrointestinal disorder', 'abdominal distension', 'abdominal discomfort', 'gastrointestinal pain', 'abdominal pain']",21
What are the dermatological risks of taking bupropion?,organ_specific,bupropion,dermatological,"['genital rash', 'photosensitivity reaction', 'dry skin', 'skin odour abnormal', 'dermatitis', 'eczema', 'pruritus', 'urticaria', 'unspecified disorder of skin and subcutaneous tissue', 'dyskinesia', 'skin laceration', 'skin irritation', 'rash erythematous', 'dermatitis atopic', 'skin disorder', 'photosensitivity', 'tardive dyskinesia', 'dermatitis exfoliative', 'rash', 'alopecia', 'rash maculo-papular', 'pruritus generalised']",22
Find all immunological adverse events from bupropion,organ_specific,bupropion,immunological,"['hypersensitivity', 'anaphylactic shock', 'drug hypersensitivity', 'type iv hypersensitivity reaction']",4
Find all psychiatric adverse events from bupropion,organ_specific,bupropion,psychiatric,"['terminal insomnia', 'delirium', 'bipolar disorder', 'agitation', 'manic psychosis', 'hallucination, auditory', 'suicidal ideation', 'anxiety', 'hallucination', 'initial insomnia', 'middle insomnia', 'bipolar i disorder', 'mania', 'trichotillomania', 'hypomania', 'insomnia', 'confusional state']",17
What cardiovascular side effects does bupropion cause?,organ_specific,bupropion,cardiovascular,"['heart rate irregular', 'cardiac disorder', 'hypotension', 'cardiovascular disorder', 'pulmonary embolism', 'tachycardia', 'hypertension', 'supraventricular tachycardia', 'orthostatic hypotension', 'palpitations', 'cardiac flutter', 'arrhythmia', 'myocardial infarction']",13
What musculoskeletal side effects does bupropion cause?,organ_specific,bupropion,musculoskeletal,"['joint swelling', 'muscle strain', 'cramp muscle', 'wrist fracture', 'tendonitis', 'muscle spasms', 'muscle relaxant therapy', 'rhabdomyolysis', 'tendon disorder', 'muscle tightness', 'arthralgia', 'joint injury', 'joint sprain', 'injection site joint pain', 'muscle rigidity', 'muscle contractions involuntary', 'muscle twitching', 'facial bones fracture', 'lower limb fracture', 'osteoporosis', 'myalgia', 'joint stiffness']",22
List bupropion's effects on the respiratory system,organ_specific,bupropion,respiratory,"['upper respiratory tract infection', 'respiratory tract congestion', 'bronchospasm', 'cough increased', 'respiratory tract infection', 'asthma', 'viral upper respiratory tract infection', 'respiratory sighs', 'cough', 'pneumonia', 'pulmonary congestion']",11
What are the neurological risks of taking bupropion?,organ_specific,bupropion,neurological,"['parkinsonism', 'dizziness', 'ataxia', 'headache', 'migraine', 'neuropathy peripheral', 'pseudoparkinsonism', 'sinus headache', 'vertigo', 'neurological examination abnormal', 'tremor', 'tension headache', 'neuropathy']",13
What ocular side effects does bupropion cause?,organ_specific,bupropion,ocular,"['conjunctivitis infective', 'vision blurred', 'keratoconjunctivitis sicca', 'diplopia', 'conjunctivitis', 'angle closure glaucoma']",6
What are the renal risks of taking bupropion?,organ_specific,bupropion,renal,"['urinary tract disorder', 'cystitis', 'urinary retention', 'renal pain', 'urinary incontinence', 'urinary tract infection', 'cystitis noninfective']",7
What otic side effects does bupropion cause?,organ_specific,bupropion,otic,"['deafness', 'hearing impaired', 'tinnitus']",3
Find all hematological adverse events from bupropion,organ_specific,bupropion,hematological,"['thrombocytopenia', 'gingival bleeding', 'leukopenia', 'pancytopenia']",4
Find all hepatobiliary adverse events from bupropion,organ_specific,bupropion,hepatobiliary,"['hepatocellular injury', 'hepatitis', 'hepatic enzyme increased', 'liver injury', 'hepatotoxicity', 'hepatitis c', 'jaundice', 'hepatic function abnormal']",8
What are the endocrine risks of taking bupropion?,organ_specific,bupropion,endocrine,['inappropriate antidiuretic hormone secretion'],1
What are the gastrointestinal risks of taking cancidas?,organ_specific,cancidas,gastrointestinal,"['vomiting', 'dyspepsia', 'nausea', 'abdominal discomfort', 'abdominal pain upper', 'gastritis', 'constipation', 'gastrointestinal pain', 'gastrointestinal disorder', 'abdominal distension', 'abdominal pain']",11
List cancidas's effects on the immunological system,organ_specific,cancidas,immunological,"['hypersensitivity', 'vasculitis', 'anaphylactic shock', 'autoimmune disorder']",4
Show psychiatric toxicity of cancidas,organ_specific,cancidas,psychiatric,"['anxiety', 'insomnia', 'confusional state']",3
What are the cardiovascular risks of taking cancidas?,organ_specific,cancidas,cardiovascular,"['cardiac disorder', 'hypotension', 'cardiac arrest', 'tachycardia', 'hypertension', 'bradycardia', 'palpitations', 'cardiac failure congestive', 'arrhythmia', 'myocardial infarction']",10
What are the musculoskeletal risks of taking cancidas?,organ_specific,cancidas,musculoskeletal,"['bone disorder', 'myalgia', 'bone pain', 'arthralgia']",4
What are the respiratory risks of taking cancidas?,organ_specific,cancidas,respiratory,"['bronchospasm', 'acute respiratory distress syndrome', 'respiratory distress', 'pleural effusion', 'respiratory failure', 'cough', 'pneumonia', 'pulmonary oedema']",8
Show hepatobiliary toxicity of cancidas,organ_specific,cancidas,hepatobiliary,"['liver disorder', 'hepatitis', 'hepatocellular injury', 'hepatic failure', 'hepatic necrosis', 'elevated liver enzyme levels', 'hepatomegaly', 'hepatic enzyme increased', 'hepatotoxicity', 'hepatobiliary disease', 'jaundice', 'foetor hepaticus', 'cholestasis', 'hepatic function abnormal']",14
List cancidas's effects on the dermatological system,organ_specific,cancidas,dermatological,"['dermatitis', 'pruritus', 'infusion site urticaria', 'skin lesion', 'urticaria', 'rash erythematous', 'dermatitis atopic', 'infusion site pruritus', 'unspecified disorder of skin and subcutaneous tissue', 'rash', 'rash macular', 'rash morbilliform', 'skin exfoliation', 'infusion site rash', 'skin disorder', 'rash maculo-papular', 'rash generalised', 'pruritus generalised']",18
What are the neurological risks of taking cancidas?,organ_specific,cancidas,neurological,"['dizziness', 'headache', 'tremor']",3
What renal side effects does cancidas cause?,organ_specific,cancidas,renal,"['urinary tract disorder', 'renal impairment', 'urinary tract infection', 'urinary protein increased', 'serum creatinine increased', 'blood creatinine increased', 'renal failure acute', 'nephropathy toxic', 'renal failure', 'nephrotoxicity']",10
What hematological side effects does cancidas cause?,organ_specific,cancidas,hematological,"['febrile neutropenia', 'neutropenia', 'thrombocytopenia']",3
Find all ocular adverse events from cancidas,organ_specific,cancidas,ocular,['vision blurred'],1
Find all endocrine adverse events from cancidas,organ_specific,cancidas,endocrine,"['blood glucose increased', 'glucose increased']",2
