query,query_type,side_effect,ground_truth_drugs,num_drugs
Show me drugs known to cause nasal congestion,class_based,nasal congestion,"['reserpine', 'baclofen', 'vigabatrin', 'perphenazine', 'ramipril', 'rofecoxib', 'clonidine', 'bupropion', 'nabilone', 'maraviroc', 'iron', 'loxapine', 'fentanyl', 'aripiprazole', 'formoterol', 'sibutramine', 'chlorpromazine', 'temozolomide', 'riociguat', 'budesonide', 'bromocriptine', 'olanzapine', 'nadolol', 'pge1', 'atenolol', 'eaca', 'testosterone', 'diphenhydramine', 'iopamidol', 'losartan', 'ribavirin', 'atomoxetine', 'nizatidine', 'phentolamine', 'vernakalant', 'travoprost', 'bretylium', 'fenoldopam', 'ivacaftor', 'tetrahydrobiopterin', 'iopromide', 'oseltamivir', 'aztreonam', 'photofrin', 'vallergan', 'cisplatin', 'isomannide', 'methylphenidate', 'beclomethasone', 'amiloride', 'oxybutynin', 'famotidine', 'pantoprazole', 'nifedipine', 'risperidone', 'alprazolam', 'pentoxifylline', 'desmopressin', 'silodosin', 'prochlorperazine', 'gadolinium', 'metrodin', 'brinzolamide', 'flunisolide', 'tobramycin', 'ambrisentan', 'glycopyrrolate', 'methylergometrine', 'ertapenem', 'retinoic', 'kaluril', 'tadalafil', 'dorzolamide', 'ofatumumab', 'pentamidine', 'remifentanil', 'valganciclovir', 'prazosin', 'estradiol', 'doxepin', 'nedocromil', 'methocarbamol', 'pregabalin', 'buspirone', 'clozapine', 'k779', 'cgp', 'triamcinolone', 'fe(iii', 'danazol', 'zuclopenthixol', 'boceprevir', 'fluphenazine', 'atropine', 'metformin', 'labetalol', 'cyproheptadine', 'fluorescein', 'butorphanol', 'ipratropium', 'rotigotine', 'histamine', 'diltiazem', 'propericiazine', 'fluocinonide', 'levetiracetam', 'paliperidone', 'levobunolol', 'promethazine', 'dicyclomine', 'progesterone', 'esmolol', 'pramipexole', 'enfuvirtide', '5-azacytidine', 'brimonidine', 'terbinafine', 'alpha-methyl-p-tyrosine', 'sildenafil', 'cas', 'topiramate', 'mesna', 'tacrolimus', 'edta', 'citalopram', 'tramadol', 'gadoversetamide', 'azithromycin', 'ioxaglate', 'timolol', 'sunitinib', 'flumazenil', 'nicotine', 'doxycycline', 'metronidazole', 'posaconazole', 'novolog', 'avanafil', 'benzonatate', 'bendamustine', 'amoxapine', 'thiothixene', 'ustekinumab', 'cancidas', 'dimercaptosuccinic', 'ioversol', 'phenoxybenzamine', 'iotrolan', 'paclitaxel', 'cyclophosphamide', 'lenalidomide', 'isosorbide-5-mononitrate', 'raltegravir', 'iloprost', 'ergonovine', 'ibuprofen', 'ropinirole', 'pirbuterol', 'ciclesonide', 'hydrochlorothiazide', 'octreotide', 'mometasone', 'acth(1-39', 'mianserin', 'terazosin', 'tamsulosin', 'salmon', 'cephem', 'trifluoperazine', 'naltrexone', 'iloperidone', 'quetiapine', 'sodium', 'fluticasone', 'trazodone', 'everolimus', 'hydroxybutyrate', 'chlorpheniramine', 'vardenafil', 'hydralazine', 'atazanavir', 'su5416', 'pimecrolimus', 'lomitapide', 'lamotrigine', 'bosentan', 'cabergoline', 'carvedilol', 'clemastine', 'lisinopril', 'thioridazine', 'adenosine', 'imiquimod', 'pemirolast', 'telavancin', 'salmeterol', 'maprotiline', 'tramazoline', 'salbutamol', 'sitaxsentan', 'carbinoxamine', 'methyldopa']",202
What drugs are associated with abrasion nos?,class_based,abrasion nos,"['fluoride', 'gabapentin', 'galantamine', 'lenalidomide', 'fluocinolone', 'imiquimod', 'rofecoxib', 'memantine', ""5-aza-2'-deoxycytidine"", 'diclofenac', 'vitrum', 'tramadol', 'adapalene', 'triamcinolone', 'donepezil', 'photofrin', 'formoterol', 'pegaptanib']",18
Show me drugs known to cause depression aggravated,class_based,depression aggravated,"['efavirenz', 'frovatriptan', 'retinoic', 'sibutramine', 'galantamine', 'topiramate', 'citalopram', 'omeprazole', 'cevimeline', 'sertraline', 'zolpidem', 'trisequens', 'k779', 'ziconotide', 'carvedilol', 'esomeprazole', 'valdecoxib', 'clomipramine', 'ropinirole', 'modafinil']",20
List medications that can lead to shakiness,class_based,shakiness,"['nalbuphine', 'almotriptan', 'verapamil', 'codeine', 'flunisolide', 'bupropion', 'clozapine', 'gliclazide', 'salbutamol', 'nifedipine', 'cefpodoxime']",11
Show me drugs known to cause tearing eyes,class_based,tearing eyes,"['gabapentin', 'iotrolan', 'azelastine', 'gadoteridol', 'nicotine', 'zaleplon', 'flunisolide', 'vardenafil', 'iopromide', 'eaca', 'pentostatin', 'fe(iii', 'docetaxel', 'olsalazine', 'nisoldipine', 'sodium', 'rescinnamine']",17
List medications that can lead to uveitis,class_based,uveitis,"['reserpine', 'hepatitis', 'epitopic', 'fluorometholone', 'ritonavir', 'celecoxib', 'quinidine', 'venlafaxine', 'alendronate', 'ibandronate', 'echothiophate', 'trimethoprim', 'zoledronic', 'trimethoprim-sulfamethoxazole', 'gemifloxacin', 'risedronate', 'acyclovir', 'tafluprost', 'colestyramine', 'ciprofloxacin', 'bimatoprost', 'rifabutin', 'travoprost', 'loteprednol', 'pregabalin', 'pamidronate', 'ofloxacin', 'cidofovir', 'lamotrigine', 'sparfloxacin', 'voriconazole', 'azathioprine', 'metipranolol', 'pentostatin', 'latanoprost', 'vemurafenib', 'dabrafenib', 'gatifloxacin', 'erlotinib']",39
Show me drugs known to cause nephrotic syndrome,class_based,nephrotic syndrome,"['griseofulvin', 'indomethacin', 'ketorolac', 'cysteamine', 'rilpivirine', 'copolymer', 'gold', 'celecoxib', 'piroxicam', 'trimethadione', 'mephenytoin', 'd-penicillamine', 'ketoprofen', 'diazoxide', '5-asa', 'sulindac', 'edta', 'etoricoxib', 'diclofenac', 'mannitol', 'omeprazole', 'diatrizoate', 'captopril', 'iopamidol', 'nabumetone', 'ribavirin', 'tiopronin', 'sodium', 'sulfamethoxazole', 'pergolide', 'azithromycin', 'rapamycin', 'mefenamic', 'sunitinib', 'medroxyprogesterone', 'cevimeline', 'silver', 'amphotericin', 'paraldehyde', 'pregabalin', 'k779', 'dapsone', 'pamidronate', 'ofloxacin', 'chlorambucil', 'olsalazine', 'cidofovir', 'gabapentin', 'sulfasalazine', 'sulfadiazine', 'auranofin', 'voriconazole', 'fenoprofen', 'sorafenib', 'propafenone', 'probenecid', 'felbamate', 'naproxen', 'diflunisal', 'oxaprozin', 'glat', 'ibuprofen', 'ticlopidine']",63
What drugs are associated with hyporeflexia?,class_based,hyporeflexia,"['baclofen', 'deprenyl', 'vigabatrin', 'tiagabine', 'memantine', 'paroxetine', 'pramipexole', 'procarbazine', 'rizatriptan', 'thalidomide', 'retinoic', 'aripiprazole', 'rifapentine', 'fluoxetine', 'sildenafil', 'venlafaxine', 'estazolam', 'rivastigmine', 'oxcarbazepine', 'topiramate', 'diazepam', 'etoricoxib', 'vincristine', 'gadoversetamide', 'fluvoxamine', 'hydromorphone', 'saquinavir', 'nelarabine', 'ixabepilone', 'chlorpheniramine', 'cevimeline', 'phenytoin', 'sertraline', 'posaconazole', 'pregabalin', 'zidovudine', 'novolog', 'k779', 'fosphenytoin', 'gemcitabine', 'vinorelbine', 'carboplatin', 'l-dmp', 'insulin', 'leuprorelin', 'gabapentin', 'lamotrigine', 'ziconotide', 'paclitaxel', 'pantoprazole', 'zaleplon', 'zopiclone', 'doxorubicin', 'risperidone']",54
Which drugs cause pain in jaw?,class_based,pain in jaw,"['regadenoson', 'rizatriptan', 'bupropion', 'lasofoxifene', 'eletriptan', 'zolmitriptan', 'aripiprazole', 'frovatriptan', 'fluoxetine', 'sildenafil', 'estazolam', 'trospium', 'oxaliplatin', 'zoledronic', 'vincristine', 'citalopram', 'phentolamine', 'pergolide', 'saquinavir', 'everolimus', 'bortezomib', 'doxycycline', 'nicotine', 'vinblastine', 'capecitabine', 'naratriptan', 'vinflunine', 'sumatriptan', 'vinorelbine', 'bosentan', 'propafenone', 'treprostinil', 'clonazepam', 'prostacyclin', 'iloprost', 'sitaxsentan', 'modafinil']",37
What drugs are associated with caecitis?,class_based,caecitis,"['ifosfamide', 'lenalidomide', 'paclitaxel', 'cyclophosphamide', 'pemetrexed', 'arsenic', 'doxorubicin', 'irinotecan', 'clofarabine', 'leucovorin']",10
Show me drugs known to cause insulin resistance,class_based,insulin resistance,"['saquinavir', 'emtricitabine', 'darunavir', 'tipranavir', 'efavirenz', 'nelfinavir', 'atazanavir', 'fosamprenavir', 'abacavir', 'lamivudine', 'indinavir', 'nevirapine', 'tenofovir', 'stavudine', 'amprenavir']",15
Show me drugs known to cause metastatic neoplasm,class_based,metastatic neoplasm,"['lapatinib', 'oxaliplatin', 'cyclophosphamide', 'topotecan', 'flutamide', 'hydroxyurea', 'tamoxifen', 'procarbazine', 'doxorubicin', '5-azacytidine', 'mitomycin', 'gemcitabine', 'radium', 'chlorambucil', 'docetaxel', 'cisplatin', 'temozolomide', 'cinacalcet']",18
Show me drugs known to cause hyperuricaemia,class_based,hyperuricaemia,"['mycophenolate', 'ketorolac', 'nelfinavir', 'd-telaprevir', 'aripiprazole', 'sibutramine', 'irbesartan-hydrochlorothiazide', 'venlafaxine', 'trospium', 'nuvocid', 'olanzapine', 'delavirdine', 'cilostazol', 'losartan', 'ribavirin', 'delamanid', 'nizatidine', 'metolazone', 'pergolide', 'hydromorphone', 'rapamycin', 'imatinib', 'acamprosate', 'cisplatin', 'isomannide', 'goserelin', 'ticagrelor', 'reboxetine', 'amiloride', 'fludarabine', 'etoposide', 'ponatinib', 'pantoprazole', 'dichlorphenamide', 'indapamide', 'valdecoxib', 'betaxolol', 'melphalan', 'amsacrine', 'risperidone', 'naproxen', 'tolvaptan', 'darunavir', 'torasemide', 'memantine', 'candesartan', 'retinoic', 'benicar-hct', 'doxazosin', 'anthracycline', 'nilotinib', 'furosemide', 'cytarabine', 'clopidogrel', 'ciprofloxacin', 'cevimeline', 'alx', 'amphotericin', 'pregabalin', 'k779', 'clozapine', 'bexarotene', 'boceprevir', 'voriconazole', 'regorafenib', 'ethacrynic', 'hydroxyurea', 'olmesartan', 'doxorubicin', 'diltiazem', 'clomipramine', 'ziprasidone', 'eplerenone', 'dasatinib', 'fenofibrate', '6-thioguanine', 'famp', 'pramipexole', 'rifapentine', 'azilsartan', 'sildenafil', 'trandolapril', 'tacrolimus', 'edta', 'ivabradine', 'pyrazinamide', 'bumetanide', 'tramadol', 'vincristine', 'nabumetone', 'chlorthalidone', 'irbesartan', 'sunitinib', 'bortezomib', 'posaconazole', 'flurbiprofen', 'bendamustine', 'chlorambucil', 'v', 'methyclothiazide', 'zalcitabine', 'lenalidomide', '6-mercaptopurine', 'cyclophosphamide', 'mitoxantrone', 'isosorbide-5-mononitrate', 'didanosine', 'ropinirole', 'pixantrone', 'hydrochlorothiazide', 'thiazide', 'thalidomide', 'forteo', 'busulfan', 'theophylline', 'fluoxetine', 'polythiazide', 'methotrexate', 'clofarabine', 'omeprazole', 'hydroflumethiazide', 'cladribine', 'telmisartan', 'nelarabine', 'everolimus', 'hydroxybutyrate', 'idarubicin', 'mycophenolic', 'niacin', 'carvedilol', 'moxifloxacin', 'zaleplon', 'phenylbutyric', 'esomeprazole', 'romidepsin', 'pci-32765', 'thiotepa']",137
Which drugs cause disorientation?,class_based,disorientation,"['baclofen', 'vigabatrin', 'scopolamine', 'nabilone', 'bupropion', 'levodopa/carbidopa', 'fentanyl', 'protriptyline', 'flunitrazepam', 'aripiprazole', 'amiodarone', 'penbutolol', 'delavirdine', 'nadolol', 'madopar', 'atenolol', 'alfentanil', 'iopamidol', 'atomoxetine', 'acebutolol', 'mk-462', 'hydromorphone', 'sotalol', 'epinephrine', 'isomannide', 'methylphenidate', 'famotidine', 'flurazepam', 'pantoprazole', 'dichlorphenamide', 'montelukast', 'clonazepam', 'betaxolol', 'diflunisal', 'meperidine', 'procaine', 'naproxen', 'alprazolam', 'cyclopentolate', 'duloxetine', 'darunavir', 'imipramine', 'propranolol', 'nitrazepam', 'memantine', 'tobramycin', 'ertapenem', 'benztropine', 'dorzolamide', 'doxapram', 'cimetidine', 'fdurd', 'methadone', 'd-cycloserine', 'tolterodine', 'remifentanil', 'thyroxine', 'lorcaserin', 'trimipramine', 'nilotinib', 'bisoprolol', 'doxepin', 'clobazam', 'ciprofloxacin', 'ifosfamide', 'tranylcypromine', 'zolpidem', 'pregabalin', 'temazepam', 'vinflunine', 'fe(iii', 'desipramine', 'atropine', 'labetalol', 'gabapentin', 'homatropine', 'ziconotide', 'fenoprofen', 'hydroxyurea', 'rotigotine', 'bleomycin', 'etravirine', 'lithium', 'clomipramine', 'promethazine', 'deprenyl', 'famciclovir', 'ethambutol', 'dicyclomine', 'cyclobenzaprine', 'stalevo', 'paroxetine', 'progesterone', 'pramipexole', 'buprenorphine', 'rizatriptan', 'penciclovir', 'midazolam', 'domperidone', 'alpha-methyl-p-tyrosine', 'pentazocine', 'topiramate', '5-asa', 'tacrolimus', 'fosaprepitant', 'citalopram', 'tramadol', 'gadoversetamide', 'linezolid', 'lisuride', 'oxymorphone', 'ioxaglate', 'timolol', 'metronidazole', 'meloxicam', 'morphine', 'ofloxacin', 'amoxapine', 'amantadine', 'lidocaine', 'amitriptyline', 'v', 'cancidas', 'insulin', 'ioversol', 'oxazepam', 'varenicline', 'gd-dtpa', 'tetrabenazine', 'ibuprofen', 'ropinirole', 'norfloxacin', 'metoprolol', 'procarbazine', 'mirtazapine', 'theophylline', 'quinidine', 'aminophylline', 'oxaliplatin', '5-fu', 'clarithromycin', 'naltrexone', 'prilocaine', 'diclofenac', 'quetiapine', 'sodium', 'melatonin', 'trazodone', 'cladribine', 'tapentadol', 'oxycodone', 'hydroxybutyrate', 'thiosulfate', 'ranolazine', 'retigabine', 'hydralazine', 'lorazepam', 'atazanavir', 'moclobemide', 'carbidopa', 'sativex', 'cyclizine', 'aprepitant', 'moxifloxacin', 'phenylbutyric', 'rabeprazole', 'maprotiline', 'lomustine', 'nortriptyline', 'triazolam', 'tiaprofenic', 'trimethobenzamide', 'dothiepin', 'carbamazepine']",174
What drugs are associated with tendon disorder?,class_based,tendon disorder,"['lovaza', 'cetirizine', 'bupropion', 'candesartan', 'fentanyl', 'doxazosin', 'rivastigmine', 'delavirdine', 'tacrolimus', 'citalopram', 'tramadol', 'risedronate', 'amphotericin', 'pregabalin', 'ofloxacin', 'insulin', 'v', 'isomannide', 'gabapentin', 'pilocarpine', 'moxifloxacin', 'lisinopril', 'isosorbide-5-mononitrate', 'rabeprazole', 'raloxifene', 'naproxen']",26
List medications that can lead to vestibular disorder,class_based,vestibular disorder,"['mycophenolate', 'ritonavir', 'salmon', 'sibutramine', 'rivastigmine', 'nicorandil', 'posaconazole', 'ivacaftor', 'pregabalin', 'vinorelbine', 'insulin', 'riluzole', 'v', 'gabapentin', 'moxifloxacin', 'zopiclone', 'rabeprazole', 'clomipramine', 'ropinirole', 'rasagiline']",20
Show me drugs known to cause eruption,class_based,eruption,"['actinomycin', 'fludrocortisone', 'sibutramine', 'primidone', 'amiodarone', 'cortisol', 'hydroxychloroquine', 'cilostazol', 'dalteparin', 'piperacillin', 'nitrofurantoin', 'iopromide', 'clobetasol', 'vorapaxar', 'sulfasalazine', 'methylphenidate', 'clocortolone', 'pantoprazole', 'dichlorphenamide', 'prednicarbate', 'procaine', 'naproxen', 'prochlorperazine', 'chlorpropamide', 'dantrolene', 'chloroquine', 'erythromycin', 'd-penicillamine', 'estradiol', 'apas', 'clindamycin', 'aspirin', 'furosemide', 'sulfamethoxazole', 'ciprofloxacin', 'triamcinolone', 'fondaparinux', 'hydroxyurea', 'doxorubicin', 'fluocinonide', 'iodide', 'monomycin', 'tolazamide', 'terbinafine', 'benzathine', 'glipizide', 'chlordiazepoxide', 'trimethoprim', 'penicillin', 'diatrizoate', 'metronidazole', 'gefitinib', 'novolog', 'guanidinium', 'sumatriptan', 'benzonatate', 'gemcitabine', 'insulin', 'disulfiram', 'dimercaptosuccinic', 'ibuprofen', 'efavirenz', 'flurandrenolone', 'methotrexate', 'clarithromycin', 'diclofenac', 'ampicillin', 'omeprazole', 'fluticasone', 'trazodone', 'atazanavir', 'cefaclor', 'glimepiride', 'tolbutamide', 'thioridazine', 'glibenclamide', 'isoniazid', 'rabeprazole', 'sulfadiazine', 'carbamazepine', 'docetaxel']",81
Which drugs cause myasthenia?,class_based,myasthenia,"['mycophenolate', 'nelfinavir', 'ganciclovir', 'fentanyl', 'aripiprazole', 'sibutramine', 'venlafaxine', 'olanzapine', 'cerivastatin', 'cyproterone', 'fluvoxamine', 'hydromorphone', 'iopromide', 'gemfibrozil', 'pilocarpine', 'indapamide', 'nifedipine', 'naproxen', 'rasagiline', 'gadolinium', 'nafarelin', 'candesartan', 'zolmitriptan', 'nisoldipine', 'captopril', 'risedronate', 'valproate', 'ciprofloxacin', 'pregabalin', 'bexarotene', 'vinorelbine', 'l-dmp', 'riluzole', 'gabapentin', 'voriconazole', 'doxorubicin', 'fenofibrate', 'deprenyl', 'tiagabine', 'paroxetine', 'pramipexole', 'eletriptan', 'mitotane', 'zonisamide', 'sildenafil', 'tacrolimus', 'gadoversetamide', 'samarium', 'irbesartan', 'flurbiprofen', 'fosphenytoin', 'cidofovir', 'leuprorelin', 'iotrolan', 'paclitaxel', 'carnitine', 'zopiclone', 'bicalutamide', 'modafinil', 'bcnu', 'copolymer', 'perindopril', 'thalidomide', 'mirtazapine', 'quinidine', 'fluoxetine', 'diazepam', 'lansoprazole', 'diclofenac', 'verteporfin', 'quetiapine', 'hydroxybutyrate', 'phenytoin', 'atazanavir', 'mycophenolic', 'tizanidine', 'niacin', 'lamotrigine', 'moxifloxacin', 'zaleplon', 'gatifloxacin', 'atorvastatin']",82
Show me drugs known to cause choreoathetosis,class_based,choreoathetosis,"['tiagabine', 'amphetamine', 'paroxetine', 'loxapine', 'aripiprazole', 'olanzapine', 'tolcapone', 'citalopram', 'quetiapine', 'pergolide', 'sertraline', 'sumatriptan', 'l-dmp', 'fluphenazine', 'gabapentin', 'lamotrigine', 'methylphenidate', 'thioridazine', 'felbamate', 'lithium', 'clomipramine', 'levetiracetam', 'ziprasidone', 'paliperidone', 'carbamazepine', 'risperidone', 'ropinirole']",27
Which drugs cause neutropenic sepsis?,class_based,neutropenic sepsis,"['actinomycin', 'cabazitaxel', 'trabectedin', 'oxaliplatin', 'paclitaxel', 'etoposide', '5-fu', 'ofatumumab', 'capecitabine', 'doxorubicin', 'irinotecan', 'eribulin', '5-azacytidine', 'vinflunine', 'pomalidomide', 'vinorelbine', 'docetaxel', 'aprepitant']",18
What drugs are associated with eosinophil count increased?,class_based,eosinophil count increased,"['darunavir', 'tinidazole', 'gadobenate', 'ertapenem', 'aripiprazole', 'risperidone', 'tramadol', 'tegaserod', 'ceftobiprole', 'fosfomycin', 'cancidas', 'bosentan', 'moxifloxacin', 'telithromycin', 'propafenone', 'telavancin', 'ziprasidone', 'paliperidone', 'cabozantinib']",19
List medications that can lead to chromaturia,class_based,chromaturia,"['stalevo', 'pramipexole', 'chlorzoxazone', 'dantrolene', 'tinidazole', 'entacapone', 'propofol', 'candesartan', 'aripiprazole', 'delavirdine', 'tolcapone', 'sulindac', '5-asa', 'clarithromycin', 'nilotinib', 'citalopram', 'irbesartan', 'vandetanib', 'loratadine', 'sunitinib', 'rifabutin', 'ranolazine', 'retigabine', 'capecitabine', 'hydroxocobalamin', 'fe(iii', 'sulfasalazine', 'bosentan', 'fluorescein', 'flutamide', 'mitoxantrone', 'telithromycin', 'deferiprone', 'clonazepam', 'amsacrine', 'nitazoxanide', 'pixantrone', 'deferoxamine']",38
List medications that can lead to nephrosis lower nephron,class_based,nephrosis lower nephron,"['emtricitabine', 'ioversol', 'oxaliplatin', 'efavirenz', 'phenylpropanolamine', 'diatrizoate', 'capreomycin', 'acetaminophen', 'tenofovir', 'v', 'rifampicin']",11
List medications that can lead to ovarian cancer,class_based,ovarian cancer,"['copolymer', 'progesterone', 'pramipexole', 'conjugated', 'tolcapone', 'estradiol', 'clomiphene', 'ogen', 'estrofem', 'medroxyprogesterone', 'trisequens', 'oestrogen', 'pregabalin', 'doxorubicin', 'hexamethylmelamine', 'estrone', 'raloxifene', 'docetaxel', 'glat']",19
Show me drugs known to cause oliguria,class_based,oliguria,"['indomethacin', 'mycophenolate', 'baclofen', 'tiaprofenic', 'ketorolac', 'maraviroc', 'fentanyl', 'phosphate', 'aripiprazole', 'piroxicam', 'venlafaxine', 'olanzapine', 'dolasetron', 'iopamidol', 'fluvoxamine', 'hydromorphone', 'mefenamic', 'rapamycin', 'fenoldopam', 'methysergide', 'ticagrelor', 'bpti', 'sulfasalazine', 'lincomycin', 'potassium', 'indapamide', 'betaxolol', 'nifedipine', 'sevoflurane', 'naproxen', 'desmopressin', 'allopurinol', 'duloxetine', 'gadolinium', 'nafarelin', 'icodextrin', 'tobramycin', 'granisetron', 'ertapenem', 'doxazosin', 'estazolam', 'rivastigmine', 'remifentanil', 'arsenic', 'parecoxib', 'clindamycin', 'captopril', 'sulfamethoxazole', 'cevimeline', 'amphotericin', 'pregabalin', 'k779', 'nefazodone', 'l-dmp', 'clodronate', 'voriconazole', 'fenoprofen', 'gentamicin', 'moexiprilat', 'doxorubicin', 'lithium', 'lercanidipine', 'clomipramine', 'ziprasidone', 'nitrogen', 'paroxetine', 'esmolol', 'pramipexole', 'colimycin', 'cas', 'fosinopril', 'topiramate', 'tolcapone', 'amikacin', 'tacrolimus', 'citalopram', 'procainamide', 'diatrizoate', 'lioh', 'gadoversetamide', 'ropivacaine', 'kanamycin', 'oxymorphone', 'bortezomib', 'flurbiprofen', 'fosphenytoin', 'morphine', 'ofloxacin', 'colchicine', 'ioversol', 'sulfadiazine', 'propafenone', 'zopiclone', 'capreomycin', 'ibuprofen', 'ropinirole', 'pixantrone', 'perindopril', 'thalidomide', 'meprobamate', 'propofol', 'busulfan', 'quinidine', 'fluoxetine', 'fk463', 'methotrexate', 'diclofenac', 'sodium', 'etodolac', 'phenytoin', 'sertraline', 'bivalirudin', 'dexmedetomidine', 'atazanavir', 'mycophenolic', 'ceftriaxone', 'ge-132', 'lisinopril', 'revasc', 'telavancin', 'oxaprozin', 'acetaminophen', 'carbamazepine', 'docetaxel', 'thiotepa']",125
What drugs are associated with oesophageal ulcer?,class_based,oesophageal ulcer,"['minocycline', 'mycophenolate', 'deprenyl', 'copolymer', 'rofecoxib', 'memantine', 'ritonavir', 'retinoic', 'prednisone', 'fluoxetine', 'alendronate', 'olanzapine', 'cortisol', '5-asa', 'lansoprazole', 'nilotinib', 'clindamycin', 'omeprazole', 'dabigatran', 'dexamethasone', 'cytarabine', 'pergolide', 'clopidogrel', 'saquinavir', 'tetracycline', 'oxytetracycline', 'mexiletine', 'doxycycline', 'capecitabine', 'posaconazole', 'dicloxacillin', 'ropinirole', 'pregabalin', 'atazanavir', 'lymecycline', 'demeclocycline', 'photofrin', 'zalcitabine', 'voriconazole', 'doxorubicin', 'esomeprazole', 'monoethanolamine', 'docetaxel', 'glat', 'naproxen', 'rasagiline']",46
Show me drugs known to cause thyroid disorder,class_based,thyroid disorder,"['amiodarone', 'sunitinib', 'lenalidomide', 'octreotide', 'varenicline', 'nicotine', 'cetirizine', 'pregabalin', 'k779', 'iopromide', 'bexarotene', 'indapamide', 'clomiphene', 'axitinib', 'ribavirin', 'zuclopenthixol', 'olsalazine', 'sibutramine']",18
List medications that can lead to hypersexuality,class_based,hypersexuality,"['apomorphine', 'bromocriptine', 'cabergoline', 'tolcapone', 'rotigotine', 'pramipexole', 'entacapone', 'morphine', 'carbidopa', 'lisuride', 'aripiprazole', 'amantadine', 'ropinirole', 'rasagiline']",14
Show me drugs known to cause conjunctival hyperaemia,class_based,conjunctival hyperaemia,"['reserpine', 'darunavir', 'proparacaine', 'sulfacetamide', 'ketorolac', 'afatinib', 'epitopic', 'ganciclovir', 'brinzolamide', 'fluorometholone', 'desflurane', 'ketotifen', 'prednisolone', 'brimonidine', 'lasofoxifene', 'propofol', 'emedastine', 'tadalafil', 'dorzolamide', 'besifloxacin', 'sildenafil', 'carteolol', 'carbachol', 'diclofenac', 'verteporfin', 'dexamethasone', 'edrophonium', 'sodium', 'tetracaine', 'nepafenac', 'tafluprost', 'pegaptanib', 'timolol', 'ciprofloxacin', 'bimatoprost', 'fluocinolone', 'idurd', 'travoprost', 'loteprednol', 'bromfenac', 'azarga', 'lidocaine', 'v', 'gabapentin', 'famotidine', 'gentamicin', 'ipratropium', 'latanoprost', 'sitaxsentan', 'thiabendazole', 'chloramphenicol', 'medrysone']",52
