query,query_type,drug,severity_filter,ground_truth,num_results,organ_filter,comparison_type,drug1,drug2,risk_group,requires_clinical_context,temporal_filter,requires_temporal_data,mechanism,requires_mechanism_data,source_drug,requires_graph,hop_count,pathway_analysis,drugs,network_analysis,organ,cluster_analysis
Find all moderate toxicities of fty720,severity_filtered,fty720,moderate,"['x-linked lymphoproliferative syndrome', 'depression', 'autoimmune disorder', 'herpes virus infection', 'visual acuity reduced', 'blood triglycerides increased', 'dyspnoea', 'hypertension', 'gastrointestinal disorder', 'influenza viral infections', 'aspartate aminotransferase increased', 'lymphopenia', 'liver function test abnormal', 'vision blurred', 'bradyarrhythmia', 'atrioventricular block complete', 'electrocardiogram pr prolongation', 'mental disorder', 'tinea versicolour', 'cerebral haemorrhage', 'atrioventricular block second degree', 'infestation nos', 'herpes simplex encephalitis', 'cardiac disorder', 'asthenia', 'depressed mood', 'palpitations', 'sinusitis', 'skin disorder', 'meningoencephalitis herpetic', 'varicella zoster', 'angiopathy', 'mean arterial pressure', 'blood and lymphatic system disorders', 'leukopenia', 'liver injury', 'multiple sclerosis relapse', 'lymphoma', 'hypotension', 'infestation', 'herpes zoster', 'infection', 'weight decreased', 'cough', 'eczema', 'influenza', 'unspecified disorder of skin and subcutaneous tissue', 'peripheral arterial occlusive disease', 'tinea infection', 'paraesthesia', 'atrioventricular block', 'eye disorder', 'acute disseminated encephalomyelitis', 'gamma-glutamyltransferase increased', 'macular oedema', 'lower respiratory tract infection', 'atrioventricular block first degree', 'alopecia', 'eye pain', 'nervous system disorder', 'pneumonia', 'herpes nos', 'alanine aminotransferase increased', 'cerebrovascular accident', 'mediastinal disorder', 'varicella', 'lymphoproliferative disorder', 'hepatic enzyme increased', 'histiocytosis haematophagic', 'hemophagocytic lymphohistiocytosis', 'migraine', 'traumatic liver injury', ""non-hodgkin's lymphoma"", 'neutrophil count decreased', 'wenckebach phenomenon', 'posterior reversible encephalopathy syndrome', 'connective tissue disorder', 'back pain', 'gastroenteritis', 'pre-existing disease', 'bronchitis', 'b-cell lymphoma', 'diarrhoea', 'found dead (cause undetermined)']",84.0,,,,,,,,,,,,,,,,,,
List mild moderate adverse events of fty720,severity_filtered,fty720,mild_moderate,['bradycardia'],1.0,,,,,,,,,,,,,,,,,,
List mild adverse events of fty720,severity_filtered,fty720,mild,"['fatigue', 'dizziness', 'headache', 'pruritus']",4.0,,,,,,,,,,,,,,,,,,
List life threatening adverse events of mianserin,severity_filtered,mianserin,life_threatening,['gynaecomastia'],1.0,,,,,,,,,,,,,,,,,,
List severe adverse events of mianserin,severity_filtered,mianserin,severe,['cardiac arrest'],1.0,,,,,,,,,,,,,,,,,,
List moderate adverse events of mianserin,severity_filtered,mianserin,moderate,"['hypotension', 'neutropenia', 'shock', 'erectile dysfunction', 'vertigo', 'restless legs syndrome', 'mediastinal disorder', 'depressive symptom', 'hepatobiliary disease', 'breast disorder', 'drowsiness', 'diplopia', 'agranulocytosis', 'cardiac failure', 'lethargy', 'oedema', 'nasal congestion', 'confusional state', 'dermatitis', 'cardiac disorder', 'hyperkinesia', 'bone marrow depression', 'agitation', 'musculoskeletal discomfort', 'loss of consciousness', 'thrombocytopenia', 'unspecified disorder of skin and subcutaneous tissue', 'weight increased', 'hepatic enzyme increased', 'asthenia', 'anaemia', 'tinnitus', 'somnolence', 'blood disorder', 'jaundice', 'tremor', 'paraesthesia', 'hypomania', 'hepatic function abnormal', 'arthralgia', 'eye disorder', 'hepatitis', 'neuroleptic malignant syndrome', 'feeling abnormal', 'torsade de pointes', 'hypertension', 'gastrointestinal disorder', 'arthritis', 'pancytopenia', 'syncope', 'skin disorder', 'ear and labyrinth disorders', 'angiopathy', 'connective tissue disorder', 'suicidal ideation', 'leukopenia', 'electrocardiogram qt prolonged', 'convulsion', 'myalgia', 'nervous system disorder', 'mental disorder']",61.0,,,,,,,,,,,,,,,,,,
What mild moderate side effects does mianserin cause?,severity_filtered,mianserin,mild_moderate,"['bradycardia', 'tachycardia']",2.0,,,,,,,,,,,,,,,,,,
Show mild reactions to mianserin,severity_filtered,mianserin,mild,"['dizziness', 'pruritus', 'headache', 'fatigue', 'constipation', 'rash', 'dry mouth']",7.0,,,,,,,,,,,,,,,,,,
What life threatening side effects does ganciclovir cause?,severity_filtered,ganciclovir,life_threatening,"['anaphylactic shock', 'glaucoma', 'coma', 'stevens-johnson syndrome']",4.0,,,,,,,,,,,,,,,,,,
Show severe reactions to ganciclovir,severity_filtered,ganciclovir,severe,"['iiird nerve paralysis', 'rhabdomyolysis', 'cardiac arrest', 'facial paralysis', 'viith nerve paralysis']",5.0,,,,,,,,,,,,,,,,,,
Show moderate severe reactions to ganciclovir,severity_filtered,ganciclovir,moderate_severe,"['pancreatitis', 'nephrotoxicity']",2.0,,,,,,,,,,,,,,,,,,
Show moderate reactions to ganciclovir,severity_filtered,ganciclovir,moderate,"['hypersensitivity', 'retinal detachment', 'upper respiratory tract infection', 'infertility', 'neutropenia', 'oedema peripheral', 'hypomagnesaemia', 'renal failure acute', 'injection site swelling', 'pulmonary fibrosis', 'dry eye', 'vasculitis', 'eructation', 'gastrointestinal haemorrhage', 'gait disturbance', 'dermatitis', 'injection site reaction', 'injection site pain', 'melaena', 'musculoskeletal discomfort', 'gastrointestinal perforation', 'postoperative complications nos', 'anorexia', 'hypocalcaemia', 'conjunctival hyperaemia', 'jaundice', 'amblyopia', 'cholestasis', 'blood urea increased', 'cachexia', 'hypoaesthesia', 'chills', 'ataxia', 'dyspnoea', 'sweating', 'emotional disorder', 'dehydration', 'torsade de pointes', 'enlargement abdomen', 'hypertension', 'gastrointestinal disorder', 'dysgeusia', 'hyponatraemia', 'blood creatine phosphokinase increased', 'aspartate aminotransferase increased', 'catheter related infection', 'nervousness', 'haemolytic uraemic syndrome', 'neuropathy', 'oesophagitis', 'dermatitis exfoliative', 'jaundice cholestatic', 'liver function test abnormal', 'ill-defined disorder', 'vision blurred', 'loose stools', 'gastrointestinal pain', 'neck stiffness', 'blood creatinine increased', 'nuchal rigidity', 'bone pain', 'mental disorder', 'pancytopenia', 'blood urine', 'rigors', 'affect lability', 'cataract', 'face oedema', 'erectile dysfunction', 'rhinorrhoea', 'vertigo', 'faecal incontinence', 'abnormal vision', 'injection site abscess', 'thinking abnormal', 'hepatobiliary disease', 'infestation nos', 'aphasia', 'body temperature increased', 'muscle spasms', 'confusional state', 'nasopharyngitis', 'agitation', 'musculoskeletal stiffness', 'thrombocytopenia', 'ventricular arrhythmia', 'haemolytic anaemia', 'lymphadenopathy', 'asthenia', 'mucous membrane disorder', 'blood culture positive', 'myoclonus', 'aplastic anaemia', 'postoperative pain', 'hypophosphataemia', 'mouth ulceration', 'abscess', 'device related sepsis', 'sepsis secondary', 'arthralgia', 'eosinophilia', 'dyspepsia', 'hepatitis', 'blood glucose decreased', 'pollakiuria', 'skin discolouration', 'mental disability', 'abnormal dreams', 'trismus', 'creatinine increased', 'hyperglycaemia', 'malnutrition', 'skin disorder', 'mood swings', 'nephropathy toxic', 'drug level increased', 'irritability', 'cellulitis', 'angiopathy', 'splenomegaly', 'haemoglobin', 'haematuria', 'post procedural complication', 'bronchospasm', 'dysaesthesia', 'rhinitis', 'leukopenia', 'wound dehiscence', 'developmental delay', 'eye haemorrhage', 'pain', 'myalgia', 'arrhythmia', 'lactic dehydrogenase activity increased', 'multi-organ failure', 'injection site phlebitis', 'visual impairment', 'intestinal ulcer', 'hypotension', 'sepsis', 'myasthenia', 'renal impairment', 'infestation', 'cramp muscle', 'psychotic disorder', 'thrombophlebitis', 'tongue disorder', 'infection', 'anosmia', 'photophobia', 'weight decreased', 'cough', 'dysphagia', 'hyperkinesia', 'blood magnesium decreased', 'peripheral ischaemia', 'punctate keratitis', 'amnesia', 'congenital anomaly', 'neck pain', 'urinary tract infection', 'anxiety', 'sinus congestion', 'inappropriate antidiuretic hormone secretion', 'tinnitus', 'unspecified disorder of skin and subcutaneous tissue', 'somnolence', 'myasthenic syndrome', 'breast pain', 'tremor', 'paraesthesia', 'hepatic function abnormal', 'renal tubular disorder', 'ear pain', 'flatulence', 'fixed eruption', 'pain in extremity', 'abdominal distension', 'arthritis', 'ischaemia', 'hyperkalaemia', 'encephalopathy', 'kidney function abnormal', 'injection site infection', 'neuropathy peripheral', 'libido decreased', 'decreased appetite', 'haemorrhage', 'procedural pain', 'aphthous stomatitis', 'spinal cord disorder', 'blindness', 'urinary tract disorder', 'lower respiratory tract infection', 'catheter sepsis', 'chest pain', 'blood lactate dehydrogenase increased', 'herpes simplex', 'tension', 'alopecia', 'blood urine present', 'eye pain', 'injection site inflammation', 'hypertonia', 'pneumonia', 'cough increased', 'blood alkaline phosphatase increased', 'hypochromic anaemia', 'phlebitis', 'vomiting', 'catheter infection', 'transplant rejection', 'hepatic failure', 'creatinine renal clearance decreased', 'hypokalaemia', 'urethral disorder', 'dysphasia', 'intracranial pressure increased', 'alanine aminotransferase increased', 'serum urea increased', 'cerebrovascular accident', 'mediastinal disorder', 'euphoric mood', 'photosensitivity reaction', 'erythema multiforme', 'dry skin', 'stomatitis', 'agranulocytosis', 'hyperhidrosis', 'oedema', 'dysuria', 'cramps of lower extremities', 'urticaria', 'bone marrow depression', 'deafness', 'acidosis', 'blood creatinine decreased', 'gastritis', 'anaemia', 'oesophageal candidiasis', 'pharyngitis', 'pleural effusion', 'emotional disturbance nos', 'dermatitis bullous', 'conjunctivitis', 'migraine', 'creatinine low', 'manic psychosis', 'feeling abnormal', 'device related infection', 'discomfort', 'vitreous disorder', 'pneumocystis jirovecii pneumonia', 'cholelithiasis', 'hypercalcaemia', 'injection site thrombosis', 'productive cough', 'injection site haemorrhage', 'connective tissue disorder', 'back pain', 'muscular weakness', 'laboratory test abnormal', 'hallucination', 'ascites', 'disturbance in sexual arousal', 'postoperative wound infection', 'malaise', 'eye irritation', 'convulsion', 'mania', 'attention deficit/hyperactivity disorder', 'diarrhoea', 'renal failure', 'abdominal pain']",274.0,,,,,,,,,,,,,,,,,,
Show mild moderate reactions to ganciclovir,severity_filtered,ganciclovir,mild_moderate,"['ventricular tachycardia', 'tachycardia']",2.0,,,,,,,,,,,,,,,,,,
Find all mild toxicities of ganciclovir,severity_filtered,ganciclovir,mild,"['dizziness', 'pruritus', 'headache', 'fatigue', 'vesiculobullous rash', 'constipation', 'rash', 'rash maculo-papular', 'rash pustular', 'nausea', 'dry mouth', 'insomnia']",12.0,,,,,,,,,,,,,,,,,,
Show fatal reactions to k779,severity_filtered,k779,fatal,"['death', 'sudden death']",2.0,,,,,,,,,,,,,,,,,,
Show life threatening reactions to k779,severity_filtered,k779,life_threatening,"['anaphylactic shock', 'gynaecomastia', 'stevens-johnson syndrome', 'respiratory failure', 'toxic epidermal necrolysis', 'coma']",6.0,,,,,,,,,,,,,,,,,,
Show severe reactions to k779,severity_filtered,k779,severe,"['paralysis', 'iiird nerve paralysis', 'myocardial infarction', 'rhabdomyolysis', 'cardiac arrest', 'viith nerve paralysis', 'nerve paralysis']",7.0,,,,,,,,,,,,,,,,,,
List moderate severe adverse events of k779,severity_filtered,k779,moderate_severe,"['pancreatitis', 'hepatotoxicity']",2.0,,,,,,,,,,,,,,,,,,
List moderate adverse events of k779,severity_filtered,k779,moderate,"['upper respiratory tract infection', 'neutropenia', 'oedema peripheral', 'unspecified disorder of intestine', 'hearing impaired', 'hypokinesia', 'eructation', 'gastrointestinal haemorrhage', 'tooth abscess', 'gait disturbance', 'biliary colic', 'leukoplakia', 'pericardial effusion', 'hypocalcaemia', 'blood triglycerides increased', 'salivary hypersecretion', 'influenza like illness', 'hepatosplenomegaly', 'hypertension', 'endocrine disorder', 'dysgeusia', 'mucosal discolouration', 'alcohol intolerance', 'extrasystoles', 'nephritis interstitial', 'toothache', 'ill-defined disorder', 'flushing', 'haematoma', 'rhinorrhoea', 'hyperpyrexia', 'abnormal vision', 'thinking abnormal', 'aggression', 'infestation nos', 'ageusia', 'agitation', 'thrombocytopenia', 'haemolytic anaemia', 'aplastic anaemia', 'palpitations', 'lipoma', 'somnambulism', 'aplasia pure red cell', 'dyspepsia', 'consciousness abnormal', 'sinusitis', 'malnutrition', 'mood swings', 'irritability', 'blood and lymphatic system disorders', 'rhinitis', 'depressed level of consciousness', 'injection site erythema', 'proctocolitis', 'ileus', 'pain', 'hypoventilation', 'rheumatoid arthritis', 'asthenic conditions', 'sepsis', 'infestation', 'mouth haemorrhage', 'cough', 'neurosis', 'hyperkinesia', 'eczema', 'unspecified disorder of skin and subcutaneous tissue', 'right upper quadrant pain', 'tinnitus', 'vogt-koyanagi-harada syndrome', 'gingivitis', 'virilism', 'eye disorder', 'flatulence', 'arthritis', 'encephalopathy', 'hypertriglyceridaemia', 'decreased appetite', 'transaminases increased', 'menorrhagia', 'colitis ischaemic', 'tension', 'hypertonia', 'laryngitis', 'hypochromic anaemia', 'psoriasis', 'transplant rejection', 'myocardial ischaemia', 'respiratory insufficiency', 'cerebrovascular accident', 'hyperhidrosis', 'behavior disorder', 'poor peripheral circulation', 'pallor', 'viral infection', 'anaemia', 'pulmonary hypertension', 'pleural effusion', 'vaginal infection', 'proctalgia', 'conjunctivitis', 'hypercalcaemia', 'inflammation', 'muscular weakness', 'skin papilloma', 'malaise', 'convulsion', 'cardiac failure congestive', 'retinal detachment', 'neutropenic infection', 'transient ischaemic attack', 'systemic lupus erythematosus', 'vasculitis', 'muscle atrophy', 'cyst', 'gastric ulcer', 'injection site reaction', 'thrombotic thrombocytopenic purpura', 'melaena', 'musculoskeletal discomfort', 'carpal tunnel syndrome', 'memory loss', 'lymphocytosis', 'blood disorder', 'jaundice', 'necrolysis epidermal', 'blood urea increased', 'angioedema', 'dyspnoea', 'dermoid cyst', 'enuresis', 'vulvovaginal dryness', 'suicidal behaviour', 'uterine haemorrhage', 'photosensitivity', 'ear and labyrinth disorders', 'oliguria', 'oesophagitis', 'urine output increased', 'muscle twitching', 'lymphopenia', 'loose stools', 'vascular purpura', 'retinal disorder', 'suicide', 'nocturia', 'bone pain', 'ejection fraction decreased', 'phlebitis superficial', 'face oedema', 'lymphadenitis', 'glossitis', 'tubulointerstitial nephritis', 'tonsillitis', 'muscle spasms', 'confusional state', 'hyporeflexia', 'inner ear disorder', 'nasopharyngitis', 'delirium', 'erythema', 'leukoplakia oral', 'sleep disorder', 'lymphadenopathy', 'lacrimal gland disorder', 'mouth ulceration', 'skin laceration', 'hyperthyroidism', 'pollakiuria', 'cardiomyopathy', 'hyperglycaemia', 'dry cough', 'arteritis', 'stridor', 'cellulitis', 'stupor', 'candida infection', 'angiopathy', 'retrosternal pain', 'haemoglobin', 'haematuria', 'cyst epidermal', 'herpes labialis', 'leukopenia', 'gout', 'retinal haemorrhage', 'myalgia', 'mastitis', 'periorbital oedema', 'hyperuricaemia', 'ulcerative stomatitis', 'thrombophlebitis', 'bladder pain', 'thyroid disorder', 'weight decreased', 'peripheral ischaemia', 'micturition disorder', 'skin nodule', 'hordeolum', 'breast pain', 'tremor', 'lacrimation increased', 'polyp', 'abnormal behaviour', 'hepatic function abnormal', 'obliterative bronchiolitis', 'pain in extremity', 'hyperbilirubinaemia', 'cardiac valve disease', 'furuncle', 'aphthous stomatitis', 'hernia', 'vaginal dryness', 'blindness', 'infection parasitic', 'lacrimation', 'blood lactate dehydrogenase increased', 'herpes simplex', 'eye pain', 'fungal infection', 'pneumonia', 'taste altered', 'hepatic failure', 'nystagmus', 'urethral disorder', 'pleuritic pain', 'depression aggravated', 'cystitis noninfective', 'photosensitivity reaction', 'dry skin', 'anorectal disorder', 'osteoarthritis', 'erythema nodosum', 'pharyngitis', 'phototoxicity', 'breath odour', 'bone disorder', 'feeling abnormal', 'influenza-like symptoms', 'flat affect', 'injection site haemorrhage', 'hallucination', 'mania', 'completed suicide', 'atrial fibrillation', 'renal failure', 'bacterial infection', 'found dead (cause undetermined)', 'hepatic encephalopathy', 'hypersensitivity', 'arrhythmia supraventricular', 'optic neuritis', 'menopausal symptoms', 'dysphonia', 'anger', ""bell's palsy"", 'breast disorder', 'diplopia', 'pulmonary embolism', 'weight increased', 'altered state of consciousness', 'cachexia', 'hypoaesthesia', 'chills', 'orthopnoea', 'varicose vein', 'thrombocytopenic purpura', 'acute coronary syndrome', 'gastrointestinal disorder', 'vaginal haemorrhage', 'myopathy', 'sweating increased', 'aspartate aminotransferase increased', 'nervousness', 'hair texture abnormal', 'bronchoconstriction', 'drug dependence', 'disorder sight', 'gingival hyperplasia', 'pancytopenia', 'erectile dysfunction', 'idiopathic thrombocytopenic purpura', 'body temperature increased', 'thrombosis', 'cardiac disorder', 'sneezing', 'gingival bleeding', 'auditory disorder nos', 'retinal exudates', 'arthritis aggravated', 'arthralgia', 'skin discolouration', 'testicular pain', 'neuralgia', 'skin disorder', 'anorectal discomfort', 'homicidal ideation', 'splenomegaly', 'spondyloarthropathy', 'penis disorder', 'hepatomegaly', 'cerebration impaired', 'angina pectoris', 'psoriasis flare-up', 'aggressive reaction', 'colitis ulcerative', 'hyperacusis', 'lactic dehydrogenase activity increased', 'visual impairment', 'ankylosing spondylitis', 'renal impairment', 'hypoxia', 'psychotic disorder', 'tongue disorder', 'dermal cyst', 'mucosal inflammation', 'nail disorder', 'dysphagia', 'warts', 'amnesia', 'vitiligo', 'penile oedema', 'anxiety', 'extrapyramidal disorder', 'somnolence', 'bipolar i disorder', 'nasal discomfort', 'paraesthesia', 'skin depigmentation', 'hypopituitarism', 'ear pain', 'arthropathy', 'purpura', 'polyuria', 'abdominal distension', 'ischaemia', 'macular oedema', 'neuropathy peripheral', 'haemorrhage', 'epistaxis', 'urinary tract disorder', 'diabetic ketoacidosis', 'labyrinthine disorder', 'lupus-like syndrome', 'vaginal disorder', 'mediastinal disorder', 'immune system disorder', 'hypothermia', 'pelvic pain', 'nasal congestion', ""raynaud's disease"", 'oedema', 'pneumothorax', 'tendonitis', 'tongue discolouration', 'parosmia', 'cramps of lower extremities', 'urticaria', 'myositis', 'acidosis', 'nephrosis', 'thirst', 'rectal haemorrhage', 'hyperaesthesia', 'papilloedema', 'spondylitis', 'syncope', 'menstrual disorder', 'cyanosis', 'amenorrhoea', 'hypothyroidism', 'tachypnoea', 'connective tissue disorder', 'back pain', 'rectal tenesmus', 'musculoskeletal pain', 'serous retinal detachment', 'laboratory test abnormal', 'lacrimal disorder', 'disturbance in sexual arousal', 'bronchitis', 'polyneuropathy', 'skin mass', 'pulmonary fibrosis', 'abdominal pain', 'injection site necrosis', 'abdominal pain upper', 'folliculitis', 'dementia', 'depression', 'dry eye', 'cardiac failure', 'nephrotic syndrome', 'dermatitis', 'injection site pain', 'loss of consciousness', 'anorexia', 'paresis', 'retinal ischaemia', 'pulmonary oedema', 'visual acuity reduced', 'ataxia', 'dehydration', 'rales', 'sarcoidosis', 'wheezing', 'neuropathy', 'bipolar disorder', 'suicidal ideation', 'vision blurred', 'gastrointestinal pain', 'disturbance in attention', 'incontinence', 'leukorrhea', 'mental disorder', 'tracheitis', 'rigors', ""raynaud's phenomenon"", 'affect lability', 'emphysema', 'vertigo', 'cardiomegaly', 'coordination abnormal', 'aphasia', 'personality disorder', 'hepatobiliary disease', 'rectal disorder', 'oral herpes', 'diabetes mellitus', 'tooth disorder', 'cold sweat', 'blood uric acid increased', 'asthenia', 'mononeuropathy', 'speech disorder', 'application site inflammation', 'abscess', 'autoimmune thrombocytopenia', 'cotton wool spots', 'mental disability', 'skin cold clammy', 'orthostatic hypotension', 'bronchospasm', 'cystitis', 'flu symptoms', 'arrhythmia', 'lung infection', 'hypotension', 'dysmenorrhoea', 'suicide attempt', 'apathy', 'herpes zoster', 'chloasma', 'infection', 'periodontal disease', 'photophobia', 'venous occlusion', 'colitis', 'influenza', 'urinary tract infection', 'melanosis', 'body temperature decreased', 'cerebral ischaemia', 'otitis media', 'cirrhosis alcoholic', 'nasal irritation', 'libido decreased', 'lung infiltration', 'chest pain', 'vaginal discharge', 'menstruation irregular', 'venous thrombosis', 'neuritis', 'alopecia', 'injection site inflammation', 'nervous system disorder', 'polyarteritis nodosa', 'phlebitis', 'vomiting', 'increased appetite', 'goitre', 'shock', 'erythema multiforme', 'stomatitis', 'agranulocytosis', 'neoplasm', 'dysuria', 'coronary artery disease', 'deafness', 'asthma', 'gastritis', 'furunculosis', 'laceration', 'night blindness', 'contusion', 'migraine', 'haemorrhoids', 'coagulopathy', 'urinary incontinence', 'vaginal inflammation', 'manic psychosis', 'discomfort', 'hot flush', 'sexual dysfunction', 'haemoptysis', 'gastroenteritis', 'nightmare', 'diarrhoea']",509.0,,,,,,,,,,,,,,,,,,
